adm2_code,entidad,municipio,poverty_rate
MX20494,Oaxaca,Santiago Tlazoyaltepec,98.5991519896
MX20495,Oaxaca,Santiago Xanica,94.2900635664
MX20496,Oaxaca,Santiago Xiacuí,63.5926535088
MX20497,Oaxaca,Santiago Yaitepec,98.0491038547
MX20498,Oaxaca,Santiago Yaveo,79.3799511666
MX20499,Oaxaca,Santiago Yolomécatl,52.1932819383
MX20500,Oaxaca,Santiago Yosondúa,87.2786210445
MX20501,Oaxaca,Santiago Yucuyachi,68.3440968718
MX20502,Oaxaca,Santiago Zacatepec,93.2198770492
MX20503,Oaxaca,Santiago Zoochila,83.4052132701
MX20504,Oaxaca,Nuevo Zoquiápam,81.8455647735
MX20505,Oaxaca,Santo Domingo Ingenio,57.2015411186
MX20506,Oaxaca,Santo Domingo Albarradas,92.865914787
MX20507,Oaxaca,Santo Domingo Armenta,87.3935483871
MX20508,Oaxaca,Santo Domingo Chihuitán,31.5862290862
MX20509,Oaxaca,Santo Domingo de Morelos,86.147182657
MX20510,Oaxaca,Santo Domingo Ixcatlán,86.4951989026
MX20511,Oaxaca,Santo Domingo Nuxaá,97.0509731233
MX20512,Oaxaca,Santo Domingo Ozolotepec,95.2708142726
MX20513,Oaxaca,Santo Domingo Petapa,75.9499603759
MX20514,Oaxaca,Santo Domingo Roayaga,95.307860262
MX20515,Oaxaca,Santo Domingo Tehuantepec,48.8975127479
MX20516,Oaxaca,Santo Domingo Teojomulco,86.3699455677
MX20517,Oaxaca,Santo Domingo Tepuxtepec,90.978462616
MX20518,Oaxaca,Santo Domingo Tlatayápam,77.6964285714
MX20519,Oaxaca,Santo Domingo Tomaltepec,69.3820627803
MX20520,Oaxaca,Santo Domingo Tonalá,56.3711482659
MX20521,Oaxaca,Santo Domingo Tonaltepec,97.7886178862
MX20522,Oaxaca,Santo Domingo Xagacía,90.6909547739
MX20523,Oaxaca,Santo Domingo Yanhuitlán,50.1376858436
MX20524,Oaxaca,Santo Domingo Yodohino,97.6378205128
MX20525,Oaxaca,Santo Domingo Zanatepec,58.7477114661
MX20526,Oaxaca,Santos Reyes Nopala,71.8842073024
MX20527,Oaxaca,Santos Reyes Pápalo,98.2092555332
MX20528,Oaxaca,Santos Reyes Tepejillo,87.9347345133
MX20529,Oaxaca,Santos Reyes Yucuná,97.7988787666
MX20530,Oaxaca,Santo Tomás Jalieza,70.9820031299
MX20531,Oaxaca,Santo Tomás Mazaltepec,80.1318129107
MX20532,Oaxaca,Santo Tomás Ocotepec,96.9496240602
MX20533,Oaxaca,Santo Tomás Tamazulapan,63.5386056972
MX20534,Oaxaca,San Vicente Coatlán,95.8692374601
MX20535,Oaxaca,San Vicente Lachixío,97.0824611481
MX20536,Oaxaca,San Vicente Nuñú,71.539503386
MX20537,Oaxaca,Silacayoápam,76.6421323641
MX20538,Oaxaca,Sitio de Xitlapehua,77.0607344633
MX20539,Oaxaca,Soledad Etla,50.707356248
MX20540,Oaxaca,Villa de Tamazulápam del Progreso,59.4304584305
MX20541,Oaxaca,Tanetze de Zaragoza,81.1287525017
MX20542,Oaxaca,Taniche,78.8720271801
MX20543,Oaxaca,Tataltepec de Valdés,94.7397721803
MX20544,Oaxaca,Teococuilco de Marcos Pérez,87.4956183057
MX20545,Oaxaca,Teotitlán de Flores Magón,51.3174802536
MX20546,Oaxaca,Teotitlán del Valle,75.038821106
MX20547,Oaxaca,Teotongo,60.556122449
MX20548,Oaxaca,Tepelmeme Villa de Morelos,85.2257217848
MX20549,Oaxaca,Tezoatlán de Segura y Luna,74.2829675166
MX20550,Oaxaca,San Jerónimo Tlacochahuaya,54.8622502629
MX20551,Oaxaca,Tlacolula de Matamoros,40.6827451154
MX20552,Oaxaca,Tlacotepec Plumas,87.6803069054
MX20553,Oaxaca,Tlalixtac de Cabrera,44.3062106317
MX20554,Oaxaca,Totontepec Villa de Morelos,91.3129876886
MX20555,Oaxaca,Trinidad Zaachila,66.6833827893
MX20556,Oaxaca,La Trinidad Vista Hermosa,78.6633333333
MX20557,Oaxaca,Unión Hidalgo,45.154131295
MX20558,Oaxaca,Valerio Trujano,68.2206744868
MX20559,Oaxaca,San Juan Bautista Valle Nacional,77.4069670704
MX20560,Oaxaca,Villa Díaz Ordaz,89.4540346496
MX20561,Oaxaca,Yaxe,88.223024055
MX20562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,78.0346715328
MX20563,Oaxaca,Yogana,84.9698942229
MX20564,Oaxaca,Yutanduchi de Guerrero,92.7497850387
MX20565,Oaxaca,Villa de Zaachila,55.2082218985
MX20566,Oaxaca,San Mateo Yucutindó,90.6070842899
MX20567,Oaxaca,Zapotitlán Lagunas,79.8946731235
MX20568,Oaxaca,Zapotitlán Palmas,67.8693558098
MX20569,Oaxaca,Santa Inés de Zaragoza,87.2926829268
MX20570,Oaxaca,Zimatlán de Álvarez,62.5888230682
MX21001,Puebla,Acajete,85.7333472554
MX21002,Puebla,Acateno,69.2470079787
MX21003,Puebla,Acatlán,69.7886474589
MX21004,Puebla,Acatzingo,85.3189103482
MX21005,Puebla,Acteopan,89.4437810945
MX21006,Puebla,Ahuacatlán,76.06248622
MX21007,Puebla,Ahuatlán,83.4030186256
MX21008,Puebla,Ahuazotepec,62.1120191717
MX21009,Puebla,Ahuehuetitla,65.4670098269
MX21010,Puebla,Ajalpan,81.0706395322
MX21011,Puebla,Albino Zertuche,76.036836403
MX21012,Puebla,Aljojuca,81.7582837074
MX21013,Puebla,Altepexi,83.846198791
MX21014,Puebla,Amixtlán,81.8652064027
MX21015,Puebla,Amozoc,62.1042802708
MX21016,Puebla,Aquixtla,72.4573218481
MX21017,Puebla,Atempan,84.386677154
MX21018,Puebla,Atexcal,70.6288795371
MX21019,Puebla,Atlixco,61.3094790199
MX21020,Puebla,Atoyatempan,89.2180886026
MX21021,Puebla,Atzala,51.9797434166
MX21022,Puebla,Atzitzihuacán,85.8782691057
MX21023,Puebla,Atzitzintla,91.1780375407
MX21024,Puebla,Axutla,56.3082706767
MX21025,Puebla,Ayotoxco de Guerrero,76.0307012158
MX21026,Puebla,Calpan,82.4215624141
MX21027,Puebla,Caltepec,79.4668460974
MX21028,Puebla,Camocuautla,90.4859129162
MX21029,Puebla,Caxhuacan,83.9353813559
MX21030,Puebla,Coatepec,70.9078947368
MX21031,Puebla,Coatzingo,79.3774761555
MX21032,Puebla,Cohetzala,73.3053097345
MX21033,Puebla,Cohuecan,80.7941847206
MX21034,Puebla,Coronango,68.7636360278
MX21035,Puebla,Coxcatlán,78.0957273166
MX21036,Puebla,Coyomeapan,95.33767128
MX21037,Puebla,Coyotepec,54.588209607
MX21038,Puebla,Cuapiaxtla de Madero,83.6925720646
MX21039,Puebla,Cuautempan,82.0639105458
MX21040,Puebla,Cuautinchán,78.0007496602
MX21041,Puebla,Cuautlancingo,35.8936320569
MX21042,Puebla,Cuayuca de Andrade,77.4462054252
MX21043,Puebla,Cuetzalan del Progreso,82.4365039645
MX21044,Puebla,Cuyoaco,71.9365777412
MX21045,Puebla,Chalchicomula de Sesma,73.1899859604
MX21046,Puebla,Chapulco,80.1994043926
MX21047,Puebla,Chiautla,68.0757638375
MX21048,Puebla,Chiautzingo,77.2803883818
MX21049,Puebla,Chiconcuautla,92.6063066981
MX21050,Puebla,Chichiquila,88.7608296579
MX21051,Puebla,Chietla,67.3696442286
MX21052,Puebla,Chigmecatitlán,85.7460711332
MX21053,Puebla,Chignahuapan,70.4106947347
MX21054,Puebla,Chignautla,76.7818598472
MX21055,Puebla,Chila,76.1220153784
MX21056,Puebla,Chila de la Sal,63.4064212999
MX21057,Puebla,Honey,80.188976378
MX21058,Puebla,Chilchotla,92.2143814909
MX21059,Puebla,Chinantla,64.8187725632
MX21060,Puebla,Domingo Arenas,86.3046945338
MX21061,Puebla,Eloxochitlán,95.8139436321
MX21062,Puebla,Epatlán,57.8422041327
MX21063,Puebla,Esperanza,77.7138747541
MX21064,Puebla,Francisco Z. Mena,75.1888110292
MX21065,Puebla,General Felipe Ángeles,85.9782665592
MX21066,Puebla,Guadalupe,68.1427667984
MX21067,Puebla,Guadalupe Victoria,77.727386988
MX21068,Puebla,Hermenegildo Galeana,82.1795503988
MX21069,Puebla,Huaquechula,74.3589630212
MX21070,Puebla,Huatlatlauca,81.1732507533
MX21071,Puebla,Huauchinango,68.4475298632
MX21072,Puebla,Huehuetla,83.2137198416
MX21073,Puebla,Huehuetlán el Chico,85.1885895404
MX21074,Puebla,Huejotzingo,64.3366221858
MX21075,Puebla,Hueyapan,87.6337337645
MX21076,Puebla,Hueytamalco,77.4305075494
MX21077,Puebla,Hueytlalpan,90.361861097
MX21078,Puebla,Huitzilan de Serdán,91.5031921455
MX21079,Puebla,Huitziltepec,71.0928895085
MX21080,Puebla,Atlequizayan,86.9758128469
MX21081,Puebla,Ixcamilpa de Guerrero,78.0456644433
MX21082,Puebla,Ixcaquixtla,60.6605813953
MX21083,Puebla,Ixtacamaxtitlán,74.7433637896
MX21084,Puebla,Ixtepec,91.2718120805
MX21085,Puebla,Izúcar de Matamoros,66.2080356323
MX21086,Puebla,Jalpan,71.556853393
MX21087,Puebla,Jolalpan,86.2625375964
MX21088,Puebla,Jonotla,78.6675057208
MX21089,Puebla,Jopala,81.7475642006
MX21090,Puebla,Juan C. Bonilla,61.804469306
MX21091,Puebla,Juan Galindo,59.6948941469
MX21092,Puebla,Juan N. Méndez,78.8414282972
MX21093,Puebla,Lafragua,87.0070836675
MX21094,Puebla,Libres,68.9830759143
MX21095,Puebla,La Magdalena Tlatlauquitepec,87.3615257048
MX21096,Puebla,Mazapiltepec de Juárez,67.5247332687
MX21097,Puebla,Mixtla,56.8683611533
MX21098,Puebla,Molcaxac,70.5544675643
MX21099,Puebla,Cañada Morelos,81.849046877
MX21100,Puebla,Naupan,88.2798491379
MX21101,Puebla,Nauzontla,74.4383226201
MX21102,Puebla,Nealtican,83.3894037666
MX21103,Puebla,Nicolás Bravo,77.3193458809
MX21104,Puebla,Nopalucan,72.156904538
MX21105,Puebla,Ocotepec,66.7367688022
MX21106,Puebla,Ocoyucan,66.4502695252
MX21107,Puebla,Olintla,89.9937112263
MX21108,Puebla,Oriental,68.6131062264
MX21109,Puebla,Pahuatlán,83.2212161005
MX21110,Puebla,Palmar de Bravo,84.4161855741
MX21111,Puebla,Pantepec,77.8167246978
MX21112,Puebla,Petlalcingo,84.2687327061
MX21113,Puebla,Piaxtla,68.8337370623
MX21114,Puebla,Puebla,41.4239910487
MX21115,Puebla,Quecholac,89.9936654167
MX21116,Puebla,Quimixtlán,85.8395772421
MX21117,Puebla,Rafael Lara Grajales,63.4103548652
MX21118,Puebla,Los Reyes de Juárez,87.4960304161
MX21119,Puebla,San Andrés Cholula,49.7061217958
MX21120,Puebla,San Antonio Cañada,85.8114558473
MX21121,Puebla,San Diego la Mesa Tochimiltzingo,79.8003207698
MX21122,Puebla,San Felipe Teotlalcingo,76.305725556
MX21123,Puebla,San Felipe Tepatlán,83.8379828326
MX21124,Puebla,San Gabriel Chilac,84.6896076319
MX21125,Puebla,San Gregorio Atzompa,53.2816603134
MX21126,Puebla,San Jerónimo Tecuanipan,78.0313267813
MX21127,Puebla,San Jerónimo Xayacatlán,59.3889366581
MX21128,Puebla,San José Chiapa,70.0530663304
MX21129,Puebla,San José Miahuatlán,85.3723637137
MX21130,Puebla,San Juan Atenco,67.034202411
MX21131,Puebla,San Juan Atzompa,83.3668393782
MX21132,Puebla,San Martín Texmelucan,65.2884217303
MX21133,Puebla,San Martín Totoltepec,63.3148425787
MX21134,Puebla,San Matías Tlalancaleca,76.8353642942
MX21135,Puebla,San Miguel Ixitlán,78.998065764
MX21136,Puebla,San Miguel Xoxtla,48.1221453114
MX21137,Puebla,San Nicolás Buenos Aires,85.6996940784
MX21138,Puebla,San Nicolás de los Ranchos,83.5231518064
MX21139,Puebla,San Pablo Anicano,70.3462887989
MX21140,Puebla,San Pedro Cholula,49.4274305771
MX21141,Puebla,San Pedro Yeloixtlahuaca,63.4005805515
MX21142,Puebla,San Salvador el Seco,83.5249030574
MX21143,Puebla,San Salvador el Verde,69.2227929919
MX21144,Puebla,San Salvador Huixcolotla,83.083660264
MX21145,Puebla,San Sebastián Tlacotepec,92.8290869666
MX21146,Puebla,Santa Catarina Tlaltempan,76.9779917469
MX21147,Puebla,Santa Inés Ahuatempan,80.0457695407
MX21148,Puebla,Santa Isabel Cholula,81.5744180946
MX21149,Puebla,Santiago Miahuatlán,73.0153909351
MX21150,Puebla,Huehuetlán el Grande,79.8174377819
MX21151,Puebla,Santo Tomás Hueyotlipan,84.5045175683
MX21152,Puebla,Soltepec,76.622086344
MX21153,Puebla,Tecali de Herrera,74.1441524445
MX21154,Puebla,Tecamachalco,69.3439671893
MX21155,Puebla,Tecomatlán,65.3588915335
MX21156,Puebla,Tehuacán,57.1530792117
MX21157,Puebla,Tehuitzingo,75.0368873391
MX21158,Puebla,Tenampulco,66.1036355408
MX21159,Puebla,Teopantlán,92.9517910046
MX21160,Puebla,Teotlalco,67.1698645598
MX21161,Puebla,Tepanco de López,71.0213958476
MX21162,Puebla,Tepango de Rodríguez,95.5110402355
MX21163,Puebla,Tepatlaxco de Hidalgo,83.4383384787
MX21164,Puebla,Tepeaca,74.0298033443
MX21165,Puebla,Tepemaxalco,85.6113945578
MX21166,Puebla,Tepeojuma,78.0653370014
MX21167,Puebla,Tepetzintla,88.7132921932
MX21168,Puebla,Tepexco,89.6155858461
MX21169,Puebla,Tepexi de Rodríguez,68.7188967078
MX21170,Puebla,Tepeyahualco,76.942110881
MX21171,Puebla,Tepeyahualco de Cuauhtémoc,73.9657734147
MX21172,Puebla,Tetela de Ocampo,76.8821798076
MX21173,Puebla,Teteles de Avila Castillo,55.7433962264
MX21174,Puebla,Teziutlán,51.1315437584
MX21175,Puebla,Tianguismanalco,77.8688929978
MX21176,Puebla,Tilapa,61.4456441198
MX21177,Puebla,Tlacotepec de Benito Juárez,80.6438478116
MX21178,Puebla,Tlacuilotepec,83.8722736984
MX21179,Puebla,Tlachichuca,82.0067265394
MX21180,Puebla,Tlahuapan,78.0380298759
MX21181,Puebla,Tlaltenango,72.0539419087
MX21182,Puebla,Tlanepantla,91.8431187465
MX21183,Puebla,Tlaola,91.6387579853
MX21184,Puebla,Tlapacoya,87.0461828464
MX21185,Puebla,Tlapanalá,74.7578624027
MX21186,Puebla,Tlatlauquitepec,67.3447880827
MX21187,Puebla,Tlaxco,76.9126113067
MX21188,Puebla,Tochimilco,86.9366590361
MX21189,Puebla,Tochtepec,76.6133962988
MX21190,Puebla,Totoltepec de Guerrero,70.7338435374
MX21191,Puebla,Tulcingo,75.7672588023
MX21192,Puebla,Tuzamapan de Galeana,76.6252563226
MX21193,Puebla,Tzicatlacoyan,75.7318330989
MX21194,Puebla,Venustiano Carranza,72.5808695879
MX21195,Puebla,Vicente Guerrero,93.5066228958
MX21196,Puebla,Xayacatlán de Bravo,63.9815059445
MX21197,Puebla,Xicotepec,70.0810812704
MX21198,Puebla,Xicotlán,82.675990676
MX21199,Puebla,Xiutetelco,75.058126827
MX21200,Puebla,Xochiapulco,74.4207683073
MX21201,Puebla,Xochiltepec,70.9452587496
MX21202,Puebla,Xochitlán de Vicente Suárez,87.748361469
MX21203,Puebla,Xochitlán Todos Santos,87.5439041579
MX21204,Puebla,Yaonáhuac,64.0425504728
MX21205,Puebla,Yehualtepec,83.2720269349
MX21206,Puebla,Zacapala,69.6101050749
MX21207,Puebla,Zacapoaxtla,74.0783300764
MX21208,Puebla,Zacatlán,73.5407045174
MX21209,Puebla,Zapotitlán,73.861199858
MX21210,Puebla,Zapotitlán de Méndez,79.373961719
MX21211,Puebla,Zaragoza,61.1658708265
MX21212,Puebla,Zautla,85.5422028885
MX21213,Puebla,Zihuateutla,78.699101985
MX21214,Puebla,Zinacatepec,82.538515753
MX21215,Puebla,Zongozotla,90.3281982585
MX21216,Puebla,Zoquiapan,78.6399501661
MX21217,Puebla,Zoquitlán,95.2453094511
MX22001,Querétaro,Amealco de Bonfil,56.1784380883
MX22002,Querétaro,Pinal de Amoles,72.1885352309
MX22003,Querétaro,Arroyo Seco,49.6066137894
MX22004,Querétaro,Cadereyta de Montes,52.2073989652
MX22005,Querétaro,Colón,43.813729871
MX22006,Querétaro,Corregidora,18.4309103071
MX22007,Querétaro,Ezequiel Montes,52.9990923852
MX22008,Querétaro,Huimilpan,49.2337477958
MX22009,Querétaro,Jalpan de Serra,48.2704272425
MX22010,Querétaro,Landa de Matamoros,59.414646632
MX22011,Querétaro,El Marqués,34.031155928
MX22012,Querétaro,Pedro Escobedo,41.6498078998
MX22013,Querétaro,Peñamiller,56.473650534
MX22014,Querétaro,Querétaro,24.6573942123
MX22015,Querétaro,San Joaquín,43.1091043126
MX22016,Querétaro,San Juan del Río,33.3371007426
MX22017,Querétaro,Tequisquiapan,48.2001003883
MX22018,Querétaro,Tolimán,61.6339564648
MX23001,Quintana Roo,Cozumel,39.5893036075
MX23002,Quintana Roo,Felipe Carrillo Puerto,81.0752775219
MX23003,Quintana Roo,Isla Mujeres,50.298710202
MX23004,Quintana Roo,Othón P. Blanco,43.7812874723
MX23005,Quintana Roo,Benito Juárez,37.924679779
MX23006,Quintana Roo,José María Morelos,80.7726933602
MX23007,Quintana Roo,Lázaro Cárdenas,65.6727021996
MX23008,Quintana Roo,Solidaridad,37.3416418865
MX23009,Quintana Roo,Tulum,61.8068279061
MX23010,Quintana Roo,Bacalar,73.4589589709
MX23011,Quintana Roo,Puerto Morelos,42.6781745072
MX24001,San Luis Potosí,Ahualulco,69.075391673
MX24002,San Luis Potosí,Alaquines,70.8226020138
MX24003,San Luis Potosí,Aquismón,91.2953379976
MX24004,San Luis Potosí,Armadillo de los Infante,51.2194558522
MX24005,San Luis Potosí,Cárdenas,54.3828790942
MX24006,San Luis Potosí,Catorce,67.8245240881
MX24007,San Luis Potosí,Cedral,51.6671926595
MX24008,San Luis Potosí,Cerritos,52.7741233371
MX24009,San Luis Potosí,Cerro de San Pedro,18.2895705521
MX24010,San Luis Potosí,Ciudad del Maíz,75.6155487923
MX24011,San Luis Potosí,Ciudad Fernández,60.0905247093
MX24012,San Luis Potosí,Tancanhuitz,78.1048174731
MX24013,San Luis Potosí,Ciudad Valles,43.2512486647
MX24014,San Luis Potosí,Coxcatlán,81.5698206824
MX24015,San Luis Potosí,Charcas,47.0409353952
MX24016,San Luis Potosí,Ebano,59.4670859468
MX24017,San Luis Potosí,Guadalcázar,72.8847625129
MX24018,San Luis Potosí,Huehuetlán,72.3427837171
MX24019,San Luis Potosí,Lagunillas,65.4549187978
MX24020,San Luis Potosí,Matehuala,37.225631778
MX24021,San Luis Potosí,Mexquitic de Carmona,54.5721538448
MX24022,San Luis Potosí,Moctezuma,64.0575125444
MX24023,San Luis Potosí,Rayón,66.3253798247
MX24024,San Luis Potosí,Rioverde,56.250196545
MX24025,San Luis Potosí,Salinas,64.3579126574
MX24026,San Luis Potosí,San Antonio,90.9298437329
MX24027,San Luis Potosí,San Ciro de Acosta,63.1010699402
MX24028,San Luis Potosí,San Luis Potosí,20.3209947053
MX24029,San Luis Potosí,San Martín Chalchicuautla,84.0804421616
MX24030,San Luis Potosí,San Nicolás Tolentino,51.3062527521
MX24031,San Luis Potosí,Santa Catarina,86.1449845227
MX24032,San Luis Potosí,Santa María del Río,53.4676078154
MX24033,San Luis Potosí,Santo Domingo,63.8021690304
MX24034,San Luis Potosí,San Vicente Tancuayalab,77.2589415117
MX24035,San Luis Potosí,Soledad de Graciano Sánchez,22.609229947
MX24036,San Luis Potosí,Tamasopo,63.6328290997
MX24037,San Luis Potosí,Tamazunchale,78.1906235062
MX24038,San Luis Potosí,Tampacán,77.0701187923
MX24039,San Luis Potosí,Tampamolón Corona,80.4013556469
MX24040,San Luis Potosí,Tamuín,61.7441956487
MX24041,San Luis Potosí,Tanlajás,85.8276012245
MX24042,San Luis Potosí,Tanquián de Escobedo,75.1916616438
MX24043,San Luis Potosí,Tierra Nueva,71.2096732026
MX24044,San Luis Potosí,Vanegas,49.6710703694
MX24045,San Luis Potosí,Venado,61.922801484
MX24046,San Luis Potosí,Villa de Arriaga,58.6437491696
MX24047,San Luis Potosí,Villa de Guadalupe,68.1532072997
MX24048,San Luis Potosí,Villa de la Paz,30.8445040214
MX24049,San Luis Potosí,Villa de Ramos,83.8863801972
MX24050,San Luis Potosí,Villa de Reyes,46.6611894335
MX24051,San Luis Potosí,Villa Hidalgo,48.7708271432
MX24052,San Luis Potosí,Villa Juárez,67.3564652877
MX24053,San Luis Potosí,Axtla de Terrazas,81.0785393302
MX24054,San Luis Potosí,Xilitla,85.5179874096
MX24055,San Luis Potosí,Zaragoza,37.0711748103
MX24056,San Luis Potosí,Villa de Arista,69.5790510442
MX24057,San Luis Potosí,Matlapa,83.3908691799
MX24058,San Luis Potosí,El Naranjo,51.343264547
MX25001,Sinaloa,Ahome,27.7465833719
MX25002,Sinaloa,Angostura,26.012614934
MX25003,Sinaloa,Badiraguato,56.7877308679
MX25004,Sinaloa,Concordia,34.558654409
MX25005,Sinaloa,Cosalá,51.095283432
MX25006,Sinaloa,Culiacán,23.0047124707
MX25007,Sinaloa,Choix,54.1891593939
MX25008,Sinaloa,Elota,38.181859846
MX25009,Sinaloa,Escuinapa,44.1236931875
MX25010,Sinaloa,El Fuerte,41.3777939038
MX25011,Sinaloa,Guasave,34.9872568705
MX25012,Sinaloa,Mazatlán,20.9153451079
MX25013,Sinaloa,Mocorito,37.6483522087
MX25014,Sinaloa,Rosario,35.4197674444
MX25015,Sinaloa,Salvador Alvarado,29.4343618372
MX25016,Sinaloa,San Ignacio,46.9511759557
MX25017,Sinaloa,Sinaloa,46.4120915068
MX25018,Sinaloa,Navolato,35.2165912958
MX26001,Sonora,Aconchi,11.0452380952
MX26002,Sonora,Agua Prieta,32.8564403998
MX26003,Sonora,Alamos,49.9798393379
MX26004,Sonora,Altar,47.4654930338
MX26005,Sonora,Arivechi,29.6230228471
MX26006,Sonora,Arizpe,27.5853211009
MX26007,Sonora,Atil,26.9661290323
MX26008,Sonora,Bacadéhuachi,49.8733264676
MX26009,Sonora,Bacanora,28.7165991903
MX26010,Sonora,Bacerac,40.965918537
MX26011,Sonora,Bacoachi,41.2555401662
MX26012,Sonora,Bácum,40.4287272412
MX26013,Sonora,Banámichi,19.3520408163
MX26014,Sonora,Baviácora,15.6488817891
MX26015,Sonora,Bavispe,57.8411867365
MX26016,Sonora,Benjamín Hill,31.1616839536
MX26017,Sonora,Caborca,31.3566307307
MX26018,Sonora,Cajeme,28.948013015
MX26019,Sonora,Cananea,28.3990654092
MX26020,Sonora,Carbó,46.2948559671
MX26021,Sonora,La Colorada,20.3571834185
MX26022,Sonora,Cucurpe,35.5365269461
MX26023,Sonora,Cumpas,19.2222421847
MX26024,Sonora,Divisaderos,33.4549125168
MX26025,Sonora,Empalme,35.3627771885
MX26026,Sonora,Etchojoa,57.1488559367
MX26027,Sonora,Fronteras,26.6302077485
MX26028,Sonora,Granados,22.5864197531
MX26029,Sonora,Guaymas,32.4368939717
MX26030,Sonora,Hermosillo,22.4210124886
MX26031,Sonora,Huachinera,43.5626072041
MX26032,Sonora,Huásabas,19.7338618347
MX26033,Sonora,Huatabampo,50.9882490581
MX26034,Sonora,Huépac,9.7486338798
MX26035,Sonora,Imuris,36.4798449167
MX26036,Sonora,Magdalena,28.6675724071
MX26037,Sonora,Mazatán,30.191627907
MX26038,Sonora,Moctezuma,22.041210432
MX26039,Sonora,Naco,47.835382639
MX26040,Sonora,Nácori Chico,56.0565912117
MX26041,Sonora,Nacozari de García,18.2794144396
MX26042,Sonora,Navojoa,38.8855472942
MX26043,Sonora,Nogales,29.4999500537
MX26044,Sonora,Ónavas,24.5697674419
MX26045,Sonora,Opodepe,35.7646559048
MX26046,Sonora,Oquitoa,23.6398390342
MX26047,Sonora,Pitiquito,29.401934323
MX26048,Sonora,Puerto Peñasco,36.3948799636
MX26049,Sonora,Quiriego,54.9433895921
MX26050,Sonora,Rayón,38.3385989011
MX26051,Sonora,Rosario,38.7060567556
MX26052,Sonora,Sahuaripa,38.5697053589
MX26053,Sonora,San Felipe de Jesús,16.7907608696
MX26054,Sonora,San Javier,23.2602996255
MX26055,Sonora,San Luis Río Colorado,41.3887599971
MX26056,Sonora,San Miguel de Horcasitas,59.6611686918
MX26057,Sonora,San Pedro de la Cueva,35.2087912088
MX26058,Sonora,Santa Ana,27.274430663
MX26059,Sonora,Santa Cruz,35.4274580336
MX26060,Sonora,Sáric,46.1963284039
MX26061,Sonora,Soyopa,18.5163934426
MX26062,Sonora,Suaqui Grande,25.3134057971
MX26063,Sonora,Tepache,31.5319693095
MX26064,Sonora,Trincheras,30.0997782705
MX26065,Sonora,Tubutama,34.6761442441
MX26066,Sonora,Ures,20.8680488974
MX26067,Sonora,Villa Hidalgo,23.4939759036
MX26068,Sonora,Villa Pesqueira,24.0518590998
MX26069,Sonora,Yécora,74.8396065013
MX26070,Sonora,General Plutarco Elías Calles,45.5457747107
MX26071,Sonora,Benito Juárez,49.4031767429
MX26072,Sonora,San Ignacio Río Muerto,57.177877313
MX27001,Tabasco,Balancán,61.8043762828
MX27002,Tabasco,Cárdenas,56.0826447581
MX27003,Tabasco,Centla,76.7861351222
MX27004,Tabasco,Centro,35.8057118373
MX27005,Tabasco,Comalcalco,54.9301723998
MX27006,Tabasco,Cunduacán,60.3365731188
MX27007,Tabasco,Emiliano Zapata,56.2467358795
MX27008,Tabasco,Huimanguillo,62.0935121122
MX27009,Tabasco,Jalapa,51.81887552
MX27010,Tabasco,Jalpa de Méndez,57.6954172605
MX27011,Tabasco,Jonuta,65.4156862554
MX27012,Tabasco,Macuspana,69.3152962692
MX27013,Tabasco,Nacajuca,48.2258970698
MX27014,Tabasco,Paraíso,50.2008256641
MX27015,Tabasco,Tacotalpa,62.4278576971
MX27016,Tabasco,Teapa,52.92336686
MX27017,Tabasco,Tenosique,54.0686874263
MX28001,Tamaulipas,Abasolo,56.1387826806
MX28002,Tamaulipas,Aldama,52.5896990845
MX28003,Tamaulipas,Altamira,42.1430865215
MX28004,Tamaulipas,Antiguo Morelos,50.1007087334
MX28005,Tamaulipas,Burgos,47.6551465064
MX28006,Tamaulipas,Bustamante,75.5019486628
MX28007,Tamaulipas,Camargo,40.9646382098
MX28008,Tamaulipas,Casas,58.264887571
MX28009,Tamaulipas,Ciudad Madero,23.3546220279
MX28010,Tamaulipas,Cruillas,53.7282392027
MX28011,Tamaulipas,Gómez Farías,46.1100691017
MX28012,Tamaulipas,González,61.3050320314
MX28013,Tamaulipas,Güémez,52.428597992
MX28014,Tamaulipas,Guerrero,31.4741239892
MX28015,Tamaulipas,Gustavo Díaz Ordaz,45.7629661218
MX28016,Tamaulipas,Hidalgo,69.7838957506
MX28017,Tamaulipas,Jaumave,60.6866032503
MX28018,Tamaulipas,Jiménez,60.4939443535
MX28019,Tamaulipas,Llera,54.9088759377
MX28020,Tamaulipas,Mainero,57.0004992511
MX28021,Tamaulipas,El Mante,39.6504693149
MX28022,Tamaulipas,Matamoros,34.612843795
MX28023,Tamaulipas,Méndez,42.2876842606
MX28024,Tamaulipas,Mier,34.2692555591
MX28025,Tamaulipas,Miguel Alemán,39.1161487307
MX28026,Tamaulipas,Miquihuana,81.3437586493
MX28027,Tamaulipas,Nuevo Laredo,33.5699040069
MX28028,Tamaulipas,Nuevo Morelos,60.1973474801
MX28029,Tamaulipas,Ocampo,56.6114641147
MX28030,Tamaulipas,Padilla,56.0500210084
MX28031,Tamaulipas,Palmillas,54.8744635193
MX28032,Tamaulipas,Reynosa,27.8662861396
MX28033,Tamaulipas,Río Bravo,45.7058683944
MX28034,Tamaulipas,San Carlos,72.098240266
