adm2_code,entidad,municipio,poverty_rate
MX13068,Hidalgo,Tianguistengo,79.2200408539
MX13069,Hidalgo,Tizayuca,35.8925554026
MX13070,Hidalgo,Tlahuelilpan,50.1528359842
MX13071,Hidalgo,Tlahuiltepa,71.1661830357
MX13072,Hidalgo,Tlanalapa,35.3050334383
MX13073,Hidalgo,Tlanchinol,85.7790305778
MX13074,Hidalgo,Tlaxcoapan,54.4645599354
MX13075,Hidalgo,Tolcayuca,41.1090329536
MX13076,Hidalgo,Tula de Allende,27.7582765224
MX13077,Hidalgo,Tulancingo de Bravo,44.5165685839
MX13078,Hidalgo,Xochiatipan,88.2743510869
MX13079,Hidalgo,Xochicoatlán,55.6032772747
MX13080,Hidalgo,Yahualica,79.5432483092
MX13081,Hidalgo,Zacualtipán de Ángeles,59.4295630205
MX13082,Hidalgo,Zapotlán de Juárez,49.6015691597
MX13083,Hidalgo,Zempoala,34.29800569
MX13084,Hidalgo,Zimapán,40.5230746058
MX14001,Jalisco,Acatic,30.6719013008
MX14002,Jalisco,Acatlán de Juárez,28.3402171866
MX14003,Jalisco,Ahualulco de Mercado,32.8450661529
MX14004,Jalisco,Amacueca,46.0358946609
MX14005,Jalisco,Amatitán,36.6478208347
MX14006,Jalisco,Ameca,35.3770728419
MX14007,Jalisco,San Juanito de Escobedo,40.7349591749
MX14008,Jalisco,Arandas,33.9587588687
MX14009,Jalisco,El Arenal,30.9227480961
MX14010,Jalisco,Atemajac de Brizuela,73.2058438155
MX14011,Jalisco,Atengo,49.1600672394
MX14012,Jalisco,Atenguillo,17.433915212
MX14013,Jalisco,Atotonilco el Alto,34.3821513723
MX14014,Jalisco,Atoyac,44.2844200739
MX14015,Jalisco,Autlán de Navarro,31.4519110235
MX14016,Jalisco,Ayotlán,52.2099602204
MX14017,Jalisco,Ayutla,44.1463746365
MX14018,Jalisco,La Barca,41.222573176
MX14019,Jalisco,Bolaños,54.7489457831
MX14020,Jalisco,Cabo Corrientes,44.5951910269
MX14021,Jalisco,Casimiro Castillo,40.2494357096
MX14022,Jalisco,Cihuatlán,45.9617282388
MX14023,Jalisco,Zapotlán el Grande,26.3979162546
MX14024,Jalisco,Cocula,38.3848045275
MX14025,Jalisco,Colotlán,37.749105816
MX14026,Jalisco,Concepción de Buenos Aires,45.3420412137
MX14027,Jalisco,Cuautitlán de García Barragán,57.5028481075
MX14028,Jalisco,Cuautla,33.9727954972
MX14029,Jalisco,Cuquío,43.3891168902
MX14030,Jalisco,Chapala,38.5215497055
MX14031,Jalisco,Chimaltitán,65.8094351335
MX14032,Jalisco,Chiquilistlán,68.4120171674
MX14033,Jalisco,Degollado,42.6528011779
MX14034,Jalisco,Ejutla,24.2293868922
MX14035,Jalisco,Encarnación de Díaz,37.2661163815
MX14036,Jalisco,Etzatlán,37.9338882161
MX14037,Jalisco,El Grullo,39.1037341872
MX14038,Jalisco,Guachinango,44.2983630952
MX14039,Jalisco,Guadalajara,24.8215832086
MX14040,Jalisco,Hostotipaquillo,63.6748091603
MX14041,Jalisco,Huejúcar,42.776496903
MX14042,Jalisco,Huejuquilla el Alto,50.9566488154
MX14043,Jalisco,La Huerta,33.1126416553
MX14044,Jalisco,Ixtlahuacán de los Membrillos,35.7952806223
MX14045,Jalisco,Ixtlahuacán del Río,40.1850304614
MX14046,Jalisco,Jalostotitlán,39.9325729183
MX14047,Jalisco,Jamay,46.1757508576
MX14048,Jalisco,Jesús María,39.1872945116
MX14049,Jalisco,Jilotlán de los Dolores,53.2622495077
MX14050,Jalisco,Jocotepec,43.9789553292
MX14051,Jalisco,Juanacatlán,31.8732266449
MX14052,Jalisco,Juchitlán,44.8048330566
MX14053,Jalisco,Lagos de Moreno,37.2125946048
MX14054,Jalisco,El Limón,23.5994247363
MX14055,Jalisco,Magdalena,40.3752754206
MX14056,Jalisco,Santa María del Oro,55.3189407024
MX14057,Jalisco,La Manzanilla de la Paz,35.4275879653
MX14058,Jalisco,Mascota,38.2594758925
MX14059,Jalisco,Mazamitla,45.5558251389
MX14060,Jalisco,Mexticacán,58.2619369805
MX14061,Jalisco,Mezquitic,80.0896876379
MX14062,Jalisco,Mixtlán,24.5426981919
MX14063,Jalisco,Ocotlán,28.4380607087
MX14064,Jalisco,Ojuelos de Jalisco,47.6352324563
MX14065,Jalisco,Pihuamo,42.3227753079
MX14066,Jalisco,Poncitlán,41.2258539269
MX14067,Jalisco,Puerto Vallarta,35.4288930326
MX14068,Jalisco,Villa Purificación,45.6007927853
MX14069,Jalisco,Quitupan,55.1478683216
MX14070,Jalisco,El Salto,40.0414181857
MX14071,Jalisco,San Cristóbal de la Barranca,42.9205963939
MX14072,Jalisco,San Diego de Alejandría,43.1276247614
MX14073,Jalisco,San Juan de los Lagos,36.0596066716
MX14074,Jalisco,San Julián,34.5223555333
MX14075,Jalisco,San Marcos,44.8095104108
MX14076,Jalisco,San Martín de Bolaños,34.8849586777
MX14077,Jalisco,San Martín Hidalgo,38.0635379667
MX14078,Jalisco,San Miguel el Alto,38.195338337
MX14079,Jalisco,Gómez Farías,41.0247096943
MX14080,Jalisco,San Sebastián del Oeste,45.9884485162
MX14081,Jalisco,Santa María de los Ángeles,54.6156332648
MX14082,Jalisco,Sayula,37.9575478784
MX14083,Jalisco,Tala,28.2865573477
MX14084,Jalisco,Talpa de Allende,46.5973266202
MX14085,Jalisco,Tamazula de Gordiano,31.6242727508
MX14086,Jalisco,Tapalpa,46.5939144596
MX14087,Jalisco,Tecalitlán,39.3811247269
MX14088,Jalisco,Tecolotlán,37.6400784437
MX14089,Jalisco,Techaluta de Montenegro,44.1072681704
MX14090,Jalisco,Tenamaxtlán,42.0529255691
MX14091,Jalisco,Teocaltiche,41.4504124036
MX14092,Jalisco,Teocuitatlán de Corona,44.8852333592
MX14093,Jalisco,Tepatitlán de Morelos,28.9343009115
MX14094,Jalisco,Tequila,40.5531532925
MX14095,Jalisco,Teuchitlán,21.2274222647
MX14096,Jalisco,Tizapán el Alto,53.329821437
MX14097,Jalisco,Tlajomulco de Zúñiga,34.3858436655
MX14098,Jalisco,Tlaquepaque,27.355165591
MX14099,Jalisco,Tolimán,46.1403367243
MX14100,Jalisco,Tomatlán,46.243949942
MX14101,Jalisco,Tonalá,37.1575558112
MX14102,Jalisco,Tonaya,28.8555727288
MX14103,Jalisco,Tonila,29.0012286689
MX14104,Jalisco,Totatiche,37.16075
MX14105,Jalisco,Tototlán,41.3914024019
MX14106,Jalisco,Tuxcacuesco,36.5550100424
MX14107,Jalisco,Tuxcueca,47.8009904054
MX14108,Jalisco,Tuxpan,37.7896139906
MX14109,Jalisco,Unión de San Antonio,34.4191250163
MX14110,Jalisco,Unión de Tula,37.0298808142
MX14111,Jalisco,Valle de Guadalupe,25.9630668537
MX14112,Jalisco,Valle de Juárez,44.5354159706
MX14113,Jalisco,San Gabriel,39.2503167859
MX14114,Jalisco,Villa Corona,41.9449291283
MX14115,Jalisco,Villa Guerrero,49.409015025
MX14116,Jalisco,Villa Hidalgo,44.8784297373
MX14117,Jalisco,Cañadas de Obregón,32.3517611383
MX14118,Jalisco,Yahualica de González Gallo,39.6253992779
MX14119,Jalisco,Zacoalco de Torres,49.8708176234
MX14120,Jalisco,Zapopan,26.5960583242
MX14121,Jalisco,Zapotiltic,35.1467174661
MX14122,Jalisco,Zapotitlán de Vadillo,47.6201010515
MX14123,Jalisco,Zapotlán del Rey,38.6116307751
MX14124,Jalisco,Zapotlanejo,38.031279384
MX14125,Jalisco,San Ignacio Cerro Gordo,39.1084667939
MX15001,México,Acambay,65.6881799027
MX15002,México,Acolman,54.6639922159
MX15003,México,Aculco,48.7357327871
MX15004,México,Almoloya de Alquisiras,57.3376142553
MX15005,México,Almoloya de Juárez,65.2792137158
MX15006,México,Almoloya del Río,62.2461416686
MX15007,México,Amanalco,68.3022197278
MX15008,México,Amatepec,62.4959171143
MX15009,México,Amecameca,59.7448752762
MX15010,México,Apaxco,52.7376477617
MX15011,México,Atenco,68.2922136295
MX15012,México,Atizapán,62.7877563082
MX15013,México,Atizapán de Zaragoza,38.3074404439
MX15014,México,Atlacomulco,56.438024466
MX15015,México,Atlautla,75.5953023737
MX15016,México,Axapusco,62.8876025469
MX15017,México,Ayapango,47.7840745172
MX15018,México,Calimaya,50.653139362
MX15019,México,Capulhuac,60.0276410432
MX15020,México,Coacalco de Berriozábal,28.6164326509
MX15021,México,Coatepec Harinas,50.08416534
MX15022,México,Cocotitlán,51.3209170994
MX15023,México,Coyotepec,54.0984652408
MX15024,México,Cuautitlán,34.1182412038
MX15025,México,Chalco,58.0802286367
MX15026,México,Chapa de Mota,66.9604055611
MX15027,México,Chapultepec,42.2578757213
MX15028,México,Chiautla,60.5491777607
MX15029,México,Chicoloapan,55.6191944067
MX15030,México,Chiconcuac,64.1912464186
MX15031,México,Chimalhuacán,68.8681144074
MX15032,México,Donato Guerra,77.8331366589
MX15033,México,Ecatepec de Morelos,43.4944553744
MX15034,México,Ecatzingo,62.3925405642
MX15035,México,Huehuetoca,47.5871783898
MX15036,México,Hueypoxtla,67.5106453953
MX15037,México,Huixquilucan,51.3181607254
MX15038,México,Isidro Fabela,37.2641323272
MX15039,México,Ixtapaluca,54.181767735
MX15040,México,Ixtapan de la Sal,50.2789803028
MX15041,México,Ixtapan del Oro,80.9428838951
MX15042,México,Ixtlahuaca,76.3726210239
MX15043,México,Xalatlaco,64.2478305042
MX15044,México,Jaltenco,51.7388490933
MX15045,México,Jilotepec,49.8418128471
MX15046,México,Jilotzingo,45.8004005608
MX15047,México,Jiquipilco,71.4268466983
MX15048,México,Jocotitlán,54.3533537391
MX15049,México,Joquicingo,69.9038349975
MX15050,México,Juchitepec,70.5398362562
MX15051,México,Lerma,34.8463641916
MX15052,México,Malinalco,66.5148324663
MX15053,México,Melchor Ocampo,53.4570887162
MX15054,México,Metepec,33.2438820822
MX15055,México,Mexicaltzingo,53.9971960811
MX15056,México,Morelos,72.832969725
MX15057,México,Naucalpan de Juárez,42.6054903693
MX15058,México,Nezahualcóyotl,46.4596328984
MX15059,México,Nextlalpan,54.1022122604
MX15060,México,Nicolás Romero,51.3955346593
MX15061,México,Nopaltepec,60.2449484511
MX15062,México,Ocoyoacac,49.1519732841
MX15063,México,Ocuilan,64.5524811358
MX15064,México,El Oro,61.1183109954
MX15065,México,Otumba,63.1603927138
MX15066,México,Otzoloapan,64.9333614509
MX15067,México,Otzolotepec,61.7488379513
MX15068,México,Ozumba,65.8886948626
MX15069,México,Papalotla,48.234496124
MX15070,México,La Paz,62.6520699406
MX15071,México,Polotitlán,47.0906171092
MX15072,México,Rayón,48.476595295
MX15073,México,San Antonio la Isla,44.884254853
MX15074,México,San Felipe del Progreso,75.3629744891
MX15075,México,San Martín de las Pirámides,48.5963103196
MX15076,México,San Mateo Atenco,53.9454240722
MX15077,México,San Simón de Guerrero,61.1367953431
MX15078,México,Santo Tomás,55.0455855664
MX15079,México,Soyaniquilpan de Juárez,50.3056864311
MX15080,México,Sultepec,66.1149918814
MX15081,México,Tecámac,40.2276858559
MX15082,México,Tejupilco,59.7528869367
MX15083,México,Temamatla,46.5562870157
MX15084,México,Temascalapa,61.9682324524
MX15085,México,Temascalcingo,67.883639856
MX15086,México,Temascaltepec,62.4446737796
MX15087,México,Temoaya,61.9723155885
MX15088,México,Tenancingo,62.7421384982
MX15089,México,Tenango del Aire,58.5153025943
MX15090,México,Tenango del Valle,67.4900475069
MX15091,México,Teoloyucan,52.2369282325
MX15092,México,Teotihuacán,54.7045122349
MX15093,México,Tepetlaoxtoc,56.2554007569
MX15094,México,Tepetlixpa,64.1953789007
MX15095,México,Tepotzotlán,46.324140968
MX15096,México,Tequixquiac,61.8364958483
MX15097,México,Texcaltitlán,56.5884462699
MX15098,México,Texcalyacac,53.8325824473
MX15099,México,Texcoco,56.4142146739
MX15100,México,Tezoyuca,63.5026970671
MX15101,México,Tianguistenco,60.4360056479
MX15102,México,Timilpan,45.2215502584
MX15103,México,Tlalmanalco,51.5247548207
MX15104,México,Tlalnepantla de Baz,36.6906609961
MX15105,México,Tlatlaya,60.8475174082
MX15106,México,Toluca,51.8394398603
MX15107,México,Tonatico,49.0530516651
MX15108,México,Tultepec,43.2215366943
MX15109,México,Tultitlán,42.2179774733
MX15110,México,Valle de Bravo,59.9561438306
MX15111,México,Villa de Allende,73.7555257396
MX15112,México,Villa del Carbón,64.7393711545
MX15113,México,Villa Guerrero,66.6147158622
MX15114,México,Villa Victoria,71.863039916
MX15115,México,Xonacatlán,60.7435771795
MX15116,México,Zacazonapan,56.6893787575
MX15117,México,Zacualpan,65.2188617942
MX15118,México,Zinacantepec,52.4587476449
MX15119,México,Zumpahuacán,77.5774740127
MX15120,México,Zumpango,58.5394183314
MX15121,México,Cuautitlán Izcalli,31.5253340169
MX15122,México,Valle de Chalco Solidaridad,66.2794809789
MX15123,México,Luvianos,74.8870475376
MX15124,México,San José del Rincón,77.0493163791
MX15125,México,Tonanitla,52.8015284877
MX16001,Michoacán de Ocampo,Acuitzio,55.515502996
MX16002,Michoacán de Ocampo,Aguililla,62.7704886175
MX16003,Michoacán de Ocampo,Álvaro Obregón,62.0736318103
MX16004,Michoacán de Ocampo,Angamacutiro,46.376128978
MX16005,Michoacán de Ocampo,Angangueo,61.3534929987
MX16006,Michoacán de Ocampo,Apatzingán,41.3252290168
MX16007,Michoacán de Ocampo,Aporo,55.8695901404
MX16008,Michoacán de Ocampo,Aquila,48.8245162191
MX16009,Michoacán de Ocampo,Ario,45.7273171451
MX16010,Michoacán de Ocampo,Arteaga,46.9374407828
MX16011,Michoacán de Ocampo,Briseñas,44.991066517
MX16012,Michoacán de Ocampo,Buenavista,51.9021647487
MX16013,Michoacán de Ocampo,Carácuaro,62.5799091941
MX16014,Michoacán de Ocampo,Coahuayana,47.4456302416
MX16015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,50.4323833568
MX16016,Michoacán de Ocampo,Coeneo,49.0580717576
MX16017,Michoacán de Ocampo,Contepec,58.5349873116
MX16018,Michoacán de Ocampo,Copándaro,66.0622989492
MX16019,Michoacán de Ocampo,Cotija,46.6173234205
MX16020,Michoacán de Ocampo,Cuitzeo,65.2823076918
MX16021,Michoacán de Ocampo,Charapan,81.4433444754
MX16022,Michoacán de Ocampo,Charo,44.3979854656
MX16023,Michoacán de Ocampo,Chavinda,53.3383945492
MX16024,Michoacán de Ocampo,Cherán,76.5427407616
MX16025,Michoacán de Ocampo,Chilchota,66.6234743062
MX16026,Michoacán de Ocampo,Chinicuila,41.614965096
MX16027,Michoacán de Ocampo,Chucándiro,49.9077679852
MX16028,Michoacán de Ocampo,Churintzio,38.6297249159
MX16029,Michoacán de Ocampo,Churumuco,62.937867706
MX16030,Michoacán de Ocampo,Ecuandureo,45.1604030129
MX16031,Michoacán de Ocampo,Epitacio Huerta,52.6047938907
MX16032,Michoacán de Ocampo,Erongarícuaro,56.6782466391
MX16033,Michoacán de Ocampo,Gabriel Zamora,47.807340172400004
MX16034,Michoacán de Ocampo,Hidalgo,66.2604617796
MX16035,Michoacán de Ocampo,La Huacana,59.4503251953
MX16036,Michoacán de Ocampo,Huandacareo,49.06736481
MX16037,Michoacán de Ocampo,Huaniqueo,46.2240863571
MX16038,Michoacán de Ocampo,Huetamo,41.8542908516
MX16039,Michoacán de Ocampo,Huiramba,53.9965011287
MX16040,Michoacán de Ocampo,Indaparapeo,65.8328789152
MX16041,Michoacán de Ocampo,Irimbo,61.9799201938
MX16042,Michoacán de Ocampo,Ixtlán,47.0997716154
MX16043,Michoacán de Ocampo,Jacona,47.2395381052
MX16044,Michoacán de Ocampo,Jiménez,44.6776253066
MX16045,Michoacán de Ocampo,Jiquilpan,41.4213788664
MX16046,Michoacán de Ocampo,Juárez,61.8928433821
MX16047,Michoacán de Ocampo,Jungapeo,50.5798886391
MX16048,Michoacán de Ocampo,Lagunillas,61.0734693878
MX16049,Michoacán de Ocampo,Madero,70.2472831891
MX16050,Michoacán de Ocampo,Maravatío,60.0974075071
MX16051,Michoacán de Ocampo,Marcos Castellanos,39.7153535603
MX16052,Michoacán de Ocampo,Lázaro Cárdenas,31.099846728
MX16053,Michoacán de Ocampo,Morelia,27.2546418088
MX16054,Michoacán de Ocampo,Morelos,46.6906910779
MX16055,Michoacán de Ocampo,Múgica,54.7953502388
MX16056,Michoacán de Ocampo,Nahuatzen,78.1637148746
MX16057,Michoacán de Ocampo,Nocupétaro,59.957996769
MX16058,Michoacán de Ocampo,Nuevo Parangaricutiro,55.7017364914
MX16059,Michoacán de Ocampo,Nuevo Urecho,43.3153724247
MX16060,Michoacán de Ocampo,Numarán,55.5035499727
MX16061,Michoacán de Ocampo,Ocampo,77.2861272348
MX16062,Michoacán de Ocampo,Pajacuarán,68.1933911152
MX16063,Michoacán de Ocampo,Panindícuaro,50.2318302234
MX16064,Michoacán de Ocampo,Parácuaro,59.651052747
MX16065,Michoacán de Ocampo,Paracho,60.7185322754
MX16066,Michoacán de Ocampo,Pátzcuaro,51.6130985403
MX16067,Michoacán de Ocampo,Penjamillo,49.6008898417
MX16068,Michoacán de Ocampo,Peribán,34.4201235329
MX16069,Michoacán de Ocampo,La Piedad,35.7409144547
MX16070,Michoacán de Ocampo,Purépero,43.5781896367
MX16071,Michoacán de Ocampo,Puruándiro,51.7888832659
MX16072,Michoacán de Ocampo,Queréndaro,61.4189047953
MX16073,Michoacán de Ocampo,Quiroga,62.3267922396
MX16074,Michoacán de Ocampo,Cojumatlán de Régules,59.0846627037
MX16075,Michoacán de Ocampo,Los Reyes,44.3672805032
MX16076,Michoacán de Ocampo,Sahuayo,46.2028423038
MX16077,Michoacán de Ocampo,San Lucas,53.8620442639
MX16078,Michoacán de Ocampo,Santa Ana Maya,57.9663341901
MX16079,Michoacán de Ocampo,Salvador Escalante,62.4039048445
MX16080,Michoacán de Ocampo,Senguio,58.0326195918
MX16081,Michoacán de Ocampo,Susupuato,65.3021344595
MX16082,Michoacán de Ocampo,Tacámbaro,42.0701759045
MX16083,Michoacán de Ocampo,Tancítaro,28.4995124073
MX16084,Michoacán de Ocampo,Tangamandapio,61.8770026762
MX16085,Michoacán de Ocampo,Tangancícuaro,48.0661326397
MX16086,Michoacán de Ocampo,Tanhuato,39.6027783545
MX16087,Michoacán de Ocampo,Taretan,31.5795960376
MX16088,Michoacán de Ocampo,Tarímbaro,33.3912073481
MX16089,Michoacán de Ocampo,Tepalcatepec,30.6015593778
MX16090,Michoacán de Ocampo,Tingambato,64.6674171219
MX16091,Michoacán de Ocampo,Tingüindín,39.8425802265
MX16092,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,54.118181194
MX16093,Michoacán de Ocampo,Tlalpujahua,60.1112792115
MX16094,Michoacán de Ocampo,Tlazazalca,43.5904868674
MX16095,Michoacán de Ocampo,Tocumbo,31.9412534468
MX16096,Michoacán de Ocampo,Tumbiscatío,53.3461254613
MX16097,Michoacán de Ocampo,Turicato,52.2934709491
MX16098,Michoacán de Ocampo,Tuxpan,50.720737359
MX16099,Michoacán de Ocampo,Tuzantla,63.0240091639
MX16100,Michoacán de Ocampo,Tzintzuntzan,63.2895035715
MX16101,Michoacán de Ocampo,Tzitzio,65.785129847
MX16102,Michoacán de Ocampo,Uruapan,42.1475574411
MX16103,Michoacán de Ocampo,Venustiano Carranza,61.1710922104
MX16104,Michoacán de Ocampo,Villamar,39.7885202807
MX16105,Michoacán de Ocampo,Vista Hermosa,44.7738817711
MX16106,Michoacán de Ocampo,Yurécuaro,48.7835854612
MX16107,Michoacán de Ocampo,Zacapu,46.4933124203
MX16108,Michoacán de Ocampo,Zamora,44.0204675577
MX16109,Michoacán de Ocampo,Zináparo,28.4551948052
MX16110,Michoacán de Ocampo,Zinapécuaro,52.4379251465
MX16111,Michoacán de Ocampo,Ziracuaretiro,60.6329118326
MX16112,Michoacán de Ocampo,Zitácuaro,58.6152396648
MX16113,Michoacán de Ocampo,José Sixto Verduzco,51.5234520138
MX17001,Morelos,Amacuzac,62.777537721
MX17002,Morelos,Atlatlahucan,54.3941327167
MX17003,Morelos,Axochiapan,72.378750843
MX17004,Morelos,Ayala,56.6240843391
MX17005,Morelos,Coatlán del Río,59.9607021906
MX17006,Morelos,Cuautla,51.2384064565
MX17007,Morelos,Cuernavaca,37.2727442235
MX17008,Morelos,Emiliano Zapata,49.1451651894
MX17009,Morelos,Huitzilac,46.2934416662
MX17010,Morelos,Jantetelco,64.0331636264
MX17011,Morelos,Jiutepec,42.6919738929
MX17012,Morelos,Jojutla,53.388347438
MX17013,Morelos,Jonacatepec,70.4993706266
MX17014,Morelos,Mazatepec,48.9889373471
MX17015,Morelos,Miacatlán,50.5071699528
MX17016,Morelos,Ocuituco,75.1096740756
MX17017,Morelos,Puente de Ixtla,62.2983037417
MX17018,Morelos,Temixco,61.5407030016
MX17019,Morelos,Tepalcingo,68.041030554
MX17020,Morelos,Tepoztlán,45.3288906936
MX17021,Morelos,Tetecala,58.6106420051
MX17022,Morelos,Tetela del Volcán,79.161849395
MX17023,Morelos,Tlalnepantla,69.3645087001
MX17024,Morelos,Tlaltizapán,59.0812959785
MX17025,Morelos,Tlaquiltenango,57.9660738945
MX17026,Morelos,Tlayacapan,48.8065745528
MX17027,Morelos,Totolapan,73.1927281741
MX17028,Morelos,Xochitepec,61.1589098584
MX17029,Morelos,Yautepec,55.3036656212
MX17030,Morelos,Yecapixtla,67.9109192453
MX17031,Morelos,Zacatepec,45.6123372611
MX17032,Morelos,Zacualpan,61.9829164124
MX17033,Morelos,Temoac,75.3459631815
MX17034,Morelos,Coatetelco,83.854587958
MX17035,Morelos,Xoxocotla,79.4872180764
MX17036,Morelos,Hueyapan,87.3408331191
MX18001,Nayarit,Acaponeta,38.1342627289
MX18002,Nayarit,Ahuacatlán,23.3363602831
MX18003,Nayarit,Amatlán de Cañas,29.1090062106
MX18004,Nayarit,Compostela,36.5196978194
MX18005,Nayarit,Huajicori,76.7751184032
MX18006,Nayarit,Ixtlán del Río,35.3013426553
MX18007,Nayarit,Jala,55.0448405138
MX18008,Nayarit,Xalisco,19.8048741206
MX18009,Nayarit,Del Nayar,89.1752560856
MX18010,Nayarit,Rosamorada,39.5704325747
MX18011,Nayarit,Ruíz,40.3523326196
MX18012,Nayarit,San Blas,32.6990032833
MX18013,Nayarit,San Pedro Lagunillas,34.6723248235
MX18014,Nayarit,Santa María del Oro,29.8207064606
MX18015,Nayarit,Santiago Ixcuintla,23.4013742882
MX18016,Nayarit,Tecuala,31.9261836026
MX18017,Nayarit,Tepic,21.6182213948
MX18018,Nayarit,Tuxpan,32.1854499377
MX18019,Nayarit,La Yesca,69.5608777904
MX18020,Nayarit,Bahía de Banderas,29.8961424034
MX19001,Nuevo León,Abasolo,10.3794076164
MX19002,Nuevo León,Agualeguas,8.7050228311
MX19003,Nuevo León,Los Aldamas,12.5450549451
MX19004,Nuevo León,Allende,22.5890870607
MX19005,Nuevo León,Anáhuac,33.2733116028
MX19006,Nuevo León,Apodaca,14.2146887417
MX19007,Nuevo León,Aramberri,54.7792631127
MX19008,Nuevo León,Bustamante,31.8404624277
MX19009,Nuevo León,Cadereyta Jiménez,21.0892394453
MX19010,Nuevo León,Carmen,28.4480744185
MX19011,Nuevo León,Cerralvo,11.0137025407
MX19012,Nuevo León,Ciénega de Flores,23.6907977994
MX19013,Nuevo León,China,17.2188623388
MX19014,Nuevo León,Dr. Arroyo,57.4187440621
MX19015,Nuevo León,Dr. Coss,13.9083665339
MX19016,Nuevo León,Dr. González,15.2109251658
MX19017,Nuevo León,Galeana,41.571509173
MX19018,Nuevo León,García,22.5824550673
MX19019,Nuevo León,San Pedro Garza García,5.4509509601
MX19020,Nuevo León,Gral. Bravo,18.2797687861
MX19021,Nuevo León,Gral. Escobedo,24.958969658
MX19022,Nuevo León,Gral. Terán,12.2754409033
MX19023,Nuevo León,Gral. Treviño,10.8124287343
MX19024,Nuevo León,Gral. Zaragoza,65.7131027764
MX19025,Nuevo León,Gral. Zuazua,23.8388131902
MX19026,Nuevo León,Guadalupe,15.8025800155
MX19027,Nuevo León,Los Herreras,10.4058981233
MX19028,Nuevo León,Higueras,9.985915493
MX19029,Nuevo León,Hualahuises,23.6863062004
MX19030,Nuevo León,Iturbide,36.7345077068
MX19031,Nuevo León,Juárez,24.4169690785
MX19032,Nuevo León,Lampazos de Naranjo,15.1187888199
MX19033,Nuevo León,Linares,26.7416582822
MX19034,Nuevo León,Marín,9.8384201077
MX19035,Nuevo León,Melchor Ocampo,10.0690150971
MX19036,Nuevo León,Mier y Noriega,65.1458001063
MX19037,Nuevo León,Mina,16.0436733989
MX19038,Nuevo León,Montemorelos,18.2126254456
MX19039,Nuevo León,Monterrey,19.2234808152
MX19040,Nuevo León,Parás,7.3178206583
MX19041,Nuevo León,Pesquería,23.4605094139
MX19042,Nuevo León,Los Ramones,20.7183673469
MX19043,Nuevo León,Rayones,35.2018900344
MX19044,Nuevo León,Sabinas Hidalgo,24.660729387
MX19045,Nuevo León,Salinas Victoria,27.3805260143
MX19046,Nuevo León,San Nicolás de los Garza,10.8436917705
MX19047,Nuevo León,Hidalgo,23.2950242634
MX19048,Nuevo León,Santa Catarina,16.4543950549
MX19049,Nuevo León,Santiago,12.3970355644
MX19050,Nuevo León,Vallecillo,11.6144010767
MX19051,Nuevo León,Villaldama,12.3554641598
MX20001,Oaxaca,Abejones,93.5726495726
MX20002,Oaxaca,Acatlán de Pérez Figueroa,59.4122449347
MX20003,Oaxaca,Asunción Cacalotepec,90.3969869707
MX20004,Oaxaca,Asunción Cuyotepeji,63.2315498155
MX20005,Oaxaca,Asunción Ixtaltepec,30.9591630883
MX20006,Oaxaca,Asunción Nochixtlán,75.8978864516
MX20007,Oaxaca,Asunción Ocotlán,83.5954391892
MX20008,Oaxaca,Asunción Tlacolulita,70.4447552448
MX20009,Oaxaca,Ayotzintepec,94.1594846735
MX20010,Oaxaca,El Barrio de la Soledad,23.141965892
MX20011,Oaxaca,Calihualá,83.4387351779
MX20012,Oaxaca,Candelaria Loxicha,84.6602523373
MX20013,Oaxaca,Ciénega de Zimatlán,69.4041639128
MX20014,Oaxaca,Ciudad Ixtepec,30.0455142989
MX20015,Oaxaca,Coatecas Altas,95.1122760198
MX20016,Oaxaca,Coicoyán de las Flores,99.3030564856
MX20017,Oaxaca,La Compañía,85.8950755456
MX20018,Oaxaca,Concepción Buenavista,75.8998664887
MX20019,Oaxaca,Concepción Pápalo,93.0838589981
MX20020,Oaxaca,Constancia del Rosario,78.3394436058
MX20021,Oaxaca,Cosolapa,56.9123750786
MX20022,Oaxaca,Cosoltepec,75.8884408602
MX20023,Oaxaca,Cuilápam de Guerrero,57.4082216143
MX20024,Oaxaca,Cuyamecalco Villa de Zaragoza,93.7411665732
MX20025,Oaxaca,Chahuites,63.4655204744
MX20026,Oaxaca,Chalcatongo de Hidalgo,82.3466274997
MX20027,Oaxaca,Chiquihuitlán de Benito Juárez,88.747446611
MX20028,Oaxaca,Heroica Ciudad de Ejutla de Crespo,66.0803749925
MX20029,Oaxaca,Eloxochitlán de Flores Magón,91.1319662244
MX20030,Oaxaca,El Espinal,24.3559381179
MX20031,Oaxaca,Tamazulápam del Espíritu Santo,88.7676752982
MX20032,Oaxaca,Fresnillo de Trujano,75.3221288515
MX20033,Oaxaca,Guadalupe Etla,25.1096428571
MX20034,Oaxaca,Guadalupe de Ramírez,68.2630331754
MX20035,Oaxaca,Guelatao de Juárez,28.3586956522
MX20036,Oaxaca,Guevea de Humboldt,80.6476833977
MX20037,Oaxaca,Mesones Hidalgo,87.1914450867
MX20038,Oaxaca,Villa Hidalgo,77.2662337662
MX20039,Oaxaca,Heroica Ciudad de Huajuapan de León,45.4256378203
MX20040,Oaxaca,Huautepec,97.4696202532
