adm1_name,adm2_name,adm2_code,pop_total,pop_wra
Oaxaca,San Agustín Atenango,MX20081,1943,486
Oaxaca,San Agustín Chayuco,MX20082,4366,1091
Oaxaca,San Agustín Etla,MX20084,4411,1103
Oaxaca,San Agustín Loxicha,MX20085,27846,6962
Oaxaca,San Agustín Tlacotepec,MX20086,1084,271
Oaxaca,San Agustín Yatareni,MX20087,7131,1783
Oaxaca,San Agustín de las Juntas,MX20083,12988,3247
Oaxaca,San Andrés Cabecera Nueva,MX20088,3081,770
Oaxaca,San Andrés Dinicuiti,MX20089,2395,599
Oaxaca,San Andrés Huaxpaltepec,MX20090,6527,1632
Oaxaca,San Andrés Huayápam,MX20091,6662,1666
Oaxaca,San Andrés Ixtlahuaca,MX20092,1939,485
Oaxaca,San Andrés Lagunas,MX20093,531,133
Oaxaca,San Andrés Nuxiño,MX20094,1939,485
Oaxaca,San Andrés Paxtlán,MX20095,4886,1222
Oaxaca,San Andrés Sinaxtla,MX20096,793,198
Oaxaca,San Andrés Solaga,MX20097,2017,504
Oaxaca,San Andrés Teotilálpam,MX20098,4581,1145
Oaxaca,San Andrés Tepetlapa,MX20099,435,109
Oaxaca,San Andrés Yaá,MX20100,407,102
Oaxaca,San Andrés Zabache,MX20101,780,195
Oaxaca,San Andrés Zautla,MX20102,5676,1419
Oaxaca,San Antonino Castillo Velasco,MX20103,6952,1738
Oaxaca,San Antonino Monte Verde,MX20105,8049,2012
Oaxaca,San Antonino el Alto,MX20104,2878,720
Oaxaca,San Antonio Acutla,MX20106,255,64
Oaxaca,San Antonio Huitepec,MX20108,3055,764
Oaxaca,San Antonio Nanahuatípam,MX20109,1301,325
Oaxaca,San Antonio Sinicahua,MX20110,1776,444
Oaxaca,San Antonio Tepetlapa,MX20111,5133,1283
Oaxaca,San Antonio de la Cal,MX20107,29573,7393
Oaxaca,San Baltazar Chichicápam,MX20112,2657,664
Oaxaca,San Baltazar Loxicha,MX20113,3397,849
Oaxaca,San Baltazar Yatzachi el Bajo,MX20114,711,178
Oaxaca,San Bartolo Coyotepec,MX20115,11967,2992
Oaxaca,San Bartolo Soyaltepec,MX20121,655,164
Oaxaca,San Bartolo Yautepec,MX20122,674,169
Oaxaca,San Bartolomé Ayautla,MX20116,4329,1082
Oaxaca,San Bartolomé Loxicha,MX20117,2391,598
Oaxaca,San Bartolomé Quialana,MX20118,2468,617
Oaxaca,San Bartolomé Yucuañe,MX20119,758,189
Oaxaca,San Bartolomé Zoogocho,MX20120,471,118
Oaxaca,San Bernardo Mixtepec,MX20123,2964,741
Oaxaca,San Blas Atempa,MX20124,21717,5429
Oaxaca,San Carlos Yautepec,MX20125,12316,3079
Oaxaca,San Cristóbal Amatlán,MX20126,5675,1419
Oaxaca,San Cristóbal Amoltepec,MX20127,1342,336
Oaxaca,San Cristóbal Lachirioag,MX20128,1524,381
Oaxaca,San Cristóbal Suchixtlahuaca,MX20129,367,92
Oaxaca,San Dionisio Ocotepec,MX20131,11966,2991
Oaxaca,San Dionisio Ocotlán,MX20132,1609,402
Oaxaca,San Dionisio del Mar,MX20130,5406,1351
Oaxaca,San Esteban Atatlahuca,MX20133,4130,1032
Oaxaca,San Felipe Jalapa de Díaz,MX20134,30305,7576
Oaxaca,San Felipe Tejalápam,MX20135,8720,2180
Oaxaca,San Felipe Usila,MX20136,12769,3192
Oaxaca,San Francisco Cahuacuá,MX20137,3635,909
Oaxaca,San Francisco Cajonos,MX20138,588,147
Oaxaca,San Francisco Chapulapa,MX20139,2311,578
Oaxaca,San Francisco Chindúa,MX20140,846,212
Oaxaca,San Francisco Huehuetlán,MX20142,873,218
Oaxaca,San Francisco Ixhuatán,MX20143,10033,2508
Oaxaca,San Francisco Jaltepetongo,MX20144,1105,276
Oaxaca,San Francisco Lachigoló,MX20145,5583,1396
Oaxaca,San Francisco Logueche,MX20146,2999,750
Oaxaca,San Francisco Nuxaño,MX20147,388,97
Oaxaca,San Francisco Ozolotepec,MX20148,2406,602
Oaxaca,San Francisco Sola,MX20149,2464,616
Oaxaca,San Francisco Telixtlahuaca,MX20150,14696,3674
Oaxaca,San Francisco Teopan,MX20151,317,79
Oaxaca,San Francisco Tlapancingo,MX20152,2640,660
Oaxaca,San Francisco del Mar,MX20141,9341,2335
Oaxaca,San Gabriel Mixtepec,MX20153,5207,1302
Oaxaca,San Ildefonso Amatlán,MX20154,2539,635
Oaxaca,San Ildefonso Sola,MX20155,1428,357
Oaxaca,San Ildefonso Villa Alta,MX20156,3888,972
Oaxaca,San Jacinto Amilpas,MX20157,21138,5285
Oaxaca,San Jacinto Tlacotepec,MX20158,2380,595
Oaxaca,San Jerónimo Coatlán,MX20159,5921,1480
Oaxaca,San Jerónimo Silacayoapilla,MX20160,1495,374
Oaxaca,San Jerónimo Sosola,MX20161,2934,734
Oaxaca,San Jerónimo Taviche,MX20162,2173,543
Oaxaca,San Jerónimo Tecóatl,MX20163,1673,418
Oaxaca,San Jerónimo Tlacochahuaya,MX20550,6102,1526
Oaxaca,San Jorge Nuchita,MX20164,3020,755
Oaxaca,San José Ayuquila,MX20165,1751,438
Oaxaca,San José Chiltepec,MX20166,11901,2975
Oaxaca,San José Estancia Grande,MX20168,983,246
Oaxaca,San José Independencia,MX20169,4500,1125
Oaxaca,San José Lachiguiri,MX20170,3927,982
Oaxaca,San José Tenango,MX20171,19060,4765
Oaxaca,San José del Peñasco,MX20167,2368,592
Oaxaca,San José del Progreso,MX20072,8592,2148
Oaxaca,San Juan Achiutla,MX20172,411,103
Oaxaca,San Juan Atepec,MX20173,1498,375
Oaxaca,San Juan Bautista Atatlahuca,MX20175,1493,373
Oaxaca,San Juan Bautista Coixtlahuaca,MX20176,2810,702
Oaxaca,San Juan Bautista Cuicatlán,MX20177,10808,2702
Oaxaca,San Juan Bautista Guelache,MX20178,7565,1891
Oaxaca,San Juan Bautista Jayacatlán,MX20179,1497,374
Oaxaca,San Juan Bautista Lo de Soto,MX20180,2431,608
Oaxaca,San Juan Bautista Suchitepec,MX20181,476,119
Oaxaca,San Juan Bautista Tlachichilco,MX20183,1565,391
Oaxaca,San Juan Bautista Tlacoatzintepec,MX20182,2301,575
Oaxaca,San Juan Bautista Tuxtepec,MX20184,166520,41630
Oaxaca,San Juan Bautista Valle Nacional,MX20559,24105,6026
Oaxaca,San Juan Cacahuatepec,MX20185,9399,2350
Oaxaca,San Juan Chicomezúchil,MX20191,319,80
Oaxaca,San Juan Chilateca,MX20192,1617,404
Oaxaca,San Juan Cieneguilla,MX20186,579,145
Oaxaca,San Juan Coatzóspam,MX20187,1898,474
Oaxaca,San Juan Colorado,MX20188,10068,2517
Oaxaca,San Juan Comaltepec,MX20189,3315,829
Oaxaca,San Juan Cotzocón,MX20190,23567,5892
Oaxaca,San Juan Diuxi,MX20195,1077,269
Oaxaca,San Juan Evangelista Analco,MX20196,414,104
Oaxaca,San Juan Guelavía,MX20197,3413,853
Oaxaca,San Juan Guichicovi,MX20198,31022,7755
Oaxaca,San Juan Ihualtepec,MX20199,496,124
Oaxaca,San Juan Juquila Mixes,MX20200,3917,979
Oaxaca,San Juan Juquila Vijanos,MX20201,1984,496
Oaxaca,San Juan Lachao,MX20202,4940,1235
Oaxaca,San Juan Lachigalla,MX20203,3739,935
Oaxaca,San Juan Lajarcia,MX20204,654,163
Oaxaca,San Juan Lalana,MX20205,18039,4510
Oaxaca,San Juan Mazatlán,MX20207,20076,5019
Oaxaca,San Juan Mixtepec -Dto. 08 -,MX20208,7259,1815
Oaxaca,San Juan Mixtepec -Dto. 26 -,MX20209,625,156
Oaxaca,San Juan Ozolotepec,MX20211,3799,950
Oaxaca,San Juan Petlapa,MX20212,3285,821
Oaxaca,San Juan Quiahije,MX20213,4460,1115
Oaxaca,San Juan Quiotepec,MX20214,2117,529
Oaxaca,San Juan Sayultepec,MX20215,923,231
Oaxaca,San Juan Tabaá,MX20216,1437,359
Oaxaca,San Juan Tamazola,MX20217,3502,875
Oaxaca,San Juan Teita,MX20218,557,139
Oaxaca,San Juan Teitipac,MX20219,2751,688
Oaxaca,San Juan Tepeuxila,MX20220,2797,699
Oaxaca,San Juan Teposcolula,MX20221,1555,389
Oaxaca,San Juan Yaeé,MX20222,1483,371
Oaxaca,San Juan Yatzona,MX20223,464,116
Oaxaca,San Juan Yucuita,MX20224,676,169
Oaxaca,San Juan de los Cués,MX20206,2549,637
Oaxaca,San Juan del Estado,MX20193,2928,732
Oaxaca,San Juan del Río,MX20194,1435,359
Oaxaca,San Juan Ñumí,MX20210,6012,1503
Oaxaca,San Lorenzo,MX20225,6204,1551
Oaxaca,San Lorenzo Albarradas,MX20226,3096,774
Oaxaca,San Lorenzo Cacaotepec,MX20227,20792,5198
Oaxaca,San Lorenzo Cuaunecuiltitla,MX20228,898,224
Oaxaca,San Lorenzo Texmelúcan,MX20229,9695,2424
Oaxaca,San Lorenzo Victoria,MX20230,1009,252
Oaxaca,San Lucas Camotlán,MX20231,3362,840
Oaxaca,San Lucas Ojitlán,MX20232,23506,5876
Oaxaca,San Lucas Quiaviní,MX20233,1818,454
Oaxaca,San Lucas Zoquiápam,MX20234,7555,1889
Oaxaca,San Luis Amatlán,MX20235,4072,1018
Oaxaca,San Marcial Ozolotepec,MX20236,1455,364
Oaxaca,San Marcos Arteaga,MX20237,1672,418
Oaxaca,San Martín Huamelúlpam,MX20239,1059,265
Oaxaca,San Martín Itunyoso,MX20240,2911,728
Oaxaca,San Martín Lachilá,MX20241,1112,278
Oaxaca,San Martín Peras,MX20242,13150,3287
Oaxaca,San Martín Tilcajete,MX20243,2097,524
Oaxaca,San Martín Toxpalan,MX20244,4206,1052
Oaxaca,San Martín Zacatepec,MX20245,1402,350
Oaxaca,San Martín de los Cansecos,MX20238,1050,263
Oaxaca,San Mateo Cajonos,MX20246,641,160
Oaxaca,San Mateo Etlatongo,MX20250,1296,324
Oaxaca,San Mateo Nejápam,MX20251,1279,320
Oaxaca,San Mateo Peñasco,MX20252,2495,624
Oaxaca,San Mateo Piñas,MX20253,2135,534
Oaxaca,San Mateo Río Hondo,MX20254,3476,869
Oaxaca,San Mateo Sindihui,MX20255,2065,516
Oaxaca,San Mateo Tlapiltepec,MX20256,235,59
Oaxaca,San Mateo Yoloxochitlán,MX20249,4056,1014
Oaxaca,San Mateo Yucutindó,MX20566,3406,851
Oaxaca,San Mateo del Mar,MX20248,16370,4092
Oaxaca,San Melchor Betaza,MX20257,1089,272
Oaxaca,San Miguel Achiutla,MX20258,711,178
Oaxaca,San Miguel Ahuehuetitlán,MX20259,2239,560
Oaxaca,San Miguel Aloápam,MX20260,2283,571
Oaxaca,San Miguel Amatitlán,MX20261,7264,1816
Oaxaca,San Miguel Amatlán,MX20262,1177,294
Oaxaca,San Miguel Chicahua,MX20264,2267,567
Oaxaca,San Miguel Chimalapa,MX20265,6454,1613
Oaxaca,San Miguel Coatlán,MX20263,3360,840
Oaxaca,San Miguel Ejutla,MX20268,1360,340
Oaxaca,San Miguel Huautla,MX20270,1359,340
Oaxaca,San Miguel Mixtepec,MX20271,3588,897
Oaxaca,San Miguel Panixtlahuaca,MX20272,6634,1659
Oaxaca,San Miguel Peras,MX20273,4037,1009
Oaxaca,San Miguel Piedras,MX20274,1411,353
Oaxaca,San Miguel Quetzaltepec,MX20275,7644,1911
Oaxaca,San Miguel Santa Flor,MX20276,729,182
Oaxaca,San Miguel Soyaltepec,MX20278,40896,10224
Oaxaca,San Miguel Suchixtepec,MX20279,3099,775
Oaxaca,San Miguel Tecomatlán,MX20281,315,79
Oaxaca,San Miguel Tenango,MX20282,682,171
Oaxaca,San Miguel Tequixtepec,MX20283,1076,269
Oaxaca,San Miguel Tilquiápam,MX20284,3284,821
Oaxaca,San Miguel Tlacamama,MX20285,3858,964
Oaxaca,San Miguel Tlacotepec,MX20286,3226,806
Oaxaca,San Miguel Tulancingo,MX20287,308,77
Oaxaca,San Miguel Yotao,MX20288,612,153
Oaxaca,San Miguel del Puerto,MX20266,9115,2279
Oaxaca,San Miguel del Río,MX20267,256,64
Oaxaca,San Miguel el Grande,MX20269,4549,1137
Oaxaca,San Nicolás,MX20289,1324,331
Oaxaca,San Nicolás Hidalgo,MX20290,1099,275
Oaxaca,San Pablo Coatlán,MX20291,4537,1134
Oaxaca,San Pablo Cuatro Venados,MX20292,1801,450
Oaxaca,San Pablo Etla,MX20293,19833,4958
Oaxaca,San Pablo Huitzo,MX20294,7588,1897
Oaxaca,San Pablo Huixtepec,MX20295,10502,2626
Oaxaca,San Pablo Macuiltianguis,MX20296,978,245
Oaxaca,San Pablo Tijaltepec,MX20297,2902,725
Oaxaca,San Pablo Villa de Mitla,MX20298,14219,3555
Oaxaca,San Pablo Yaganiza,MX20299,1168,292
Oaxaca,San Pedro Amuzgos,MX20300,6941,1735
Oaxaca,San Pedro Apóstol,MX20301,1744,436
Oaxaca,San Pedro Atoyac,MX20302,4812,1203
Oaxaca,San Pedro Cajonos,MX20303,1160,290
Oaxaca,San Pedro Comitancillo,MX20305,4569,1142
Oaxaca,San Pedro Coxcaltepec Cántaros,MX20304,731,183
Oaxaca,San Pedro Huamelula,MX20307,10146,2537
Oaxaca,San Pedro Huilotepec,MX20308,3538,884
Oaxaca,San Pedro Ixcatlán,MX20309,11039,2760
Oaxaca,San Pedro Ixtlahuaca,MX20310,15895,3974
Oaxaca,San Pedro Jaltepetongo,MX20311,491,123
Oaxaca,San Pedro Jicayán,MX20312,11807,2952
Oaxaca,San Pedro Jocotipac,MX20313,743,186
Oaxaca,San Pedro Juchatengo,MX20314,1875,469
Oaxaca,San Pedro Mixtepec -Dto. 22 -,MX20318,52587,13147
Oaxaca,San Pedro Mixtepec -Dto. 26 -,MX20319,1005,251
Oaxaca,San Pedro Molinos,MX20320,732,183
Oaxaca,San Pedro Mártir,MX20315,2128,532
Oaxaca,San Pedro Mártir Quiechapa,MX20316,773,193
Oaxaca,San Pedro Mártir Yucuxaco,MX20317,1316,329
Oaxaca,San Pedro Nopala,MX20321,790,197
Oaxaca,San Pedro Ocopetatillo,MX20322,905,226
Oaxaca,San Pedro Ocotepec,MX20323,2522,630
Oaxaca,San Pedro Pochutla,MX20324,50781,12695
Oaxaca,San Pedro Quiatoni,MX20325,12635,3159
Oaxaca,San Pedro Sochiápam,MX20326,5304,1326
Oaxaca,San Pedro Tapanatepec,MX20327,16477,4119
Oaxaca,San Pedro Taviche,MX20328,1519,380
Oaxaca,San Pedro Teozacoalco,MX20329,1296,324
Oaxaca,San Pedro Teutila,MX20330,4617,1154
Oaxaca,San Pedro Tidaá,MX20331,1008,252
Oaxaca,San Pedro Topiltepec,MX20332,377,94
Oaxaca,San Pedro Totolápam,MX20333,3450,862
Oaxaca,San Pedro Yaneri,MX20335,909,227
Oaxaca,San Pedro Yucunama,MX20341,247,62
Oaxaca,San Pedro Yólox,MX20336,1754,439
Oaxaca,San Pedro el Alto,MX20306,4943,1236
Oaxaca,San Pedro y San Pablo Ayutla,MX20337,5994,1498
Oaxaca,San Pedro y San Pablo Teposcolula,MX20339,4525,1131
Oaxaca,San Pedro y San Pablo Tequixtepec,MX20340,1816,454
Oaxaca,San Raymundo Jalpan,MX20342,4731,1183
Oaxaca,San Sebastián Abasolo,MX20343,2197,549
Oaxaca,San Sebastián Coatlán,MX20344,2964,741
Oaxaca,San Sebastián Ixcapa,MX20345,4409,1102
Oaxaca,San Sebastián Nicananduta,MX20346,1598,399
Oaxaca,San Sebastián Río Hondo,MX20347,4504,1126
Oaxaca,San Sebastián Tecomaxtlahuaca,MX20348,8637,2159
Oaxaca,San Sebastián Teitipac,MX20349,2279,570
Oaxaca,San Sebastián Tutla,MX20350,21834,5458
Oaxaca,San Simón Almolongas,MX20351,3077,769
Oaxaca,San Simón Zahuatlán,MX20352,5256,1314
Oaxaca,San Vicente Coatlán,MX20534,3676,919
Oaxaca,San Vicente Lachixío,MX20535,3429,857
Oaxaca,San Vicente Nuñú,MX20536,458,115
Oaxaca,Santa Ana,MX20353,2527,632
Oaxaca,Santa Ana Ateixtlahuaca,MX20354,545,136
Oaxaca,Santa Ana Cuauhtémoc,MX20355,723,181
Oaxaca,Santa Ana Tavela,MX20357,866,217
Oaxaca,Santa Ana Tlapacoyan,MX20358,2112,528
Oaxaca,Santa Ana Yareni,MX20359,642,161
Oaxaca,Santa Ana Zegache,MX20360,4220,1055
Oaxaca,Santa Ana del Valle,MX20356,2268,567
Oaxaca,Santa Catalina Quierí,MX20361,857,214
Oaxaca,Santa Catarina Cuixtla,MX20362,1553,388
Oaxaca,Santa Catarina Ixtepeji,MX20363,2789,697
Oaxaca,Santa Catarina Juquila,MX20364,19786,4946
Oaxaca,Santa Catarina Lachatao,MX20365,1151,288
Oaxaca,Santa Catarina Loxicha,MX20366,3873,968
Oaxaca,Santa Catarina Mechoacán,MX20367,4800,1200
Oaxaca,Santa Catarina Minas,MX20368,2166,541
Oaxaca,Santa Catarina Quiané,MX20369,2365,591
Oaxaca,Santa Catarina Quioquitani,MX20074,478,119
Oaxaca,Santa Catarina Tayata,MX20370,706,177
Oaxaca,Santa Catarina Ticuá,MX20371,1017,254
Oaxaca,Santa Catarina Yosonotú,MX20372,1423,356
Oaxaca,Santa Catarina Zapoquila,MX20373,413,103
Oaxaca,Santa Cruz Acatepec,MX20374,1749,437
Oaxaca,Santa Cruz Amilpas,MX20375,15921,3980
Oaxaca,Santa Cruz Itundujia,MX20377,11402,2850
Oaxaca,Santa Cruz Mixtepec,MX20378,4278,1069
Oaxaca,Santa Cruz Nundaco,MX20379,3121,780
Oaxaca,Santa Cruz Papalutla,MX20380,2329,582
Oaxaca,Santa Cruz Tacache de Mina,MX20381,3066,766
Oaxaca,Santa Cruz Tacahua,MX20382,1233,308
Oaxaca,Santa Cruz Tayata,MX20383,634,159
Oaxaca,Santa Cruz Xitla,MX20384,5078,1269
Oaxaca,Santa Cruz Xoxocotlán,MX20385,107962,26991
Oaxaca,Santa Cruz Zenzontepec,MX20386,20160,5040
Oaxaca,Santa Cruz de Bravo,MX20376,380,95
Oaxaca,Santa Gertrudis,MX20387,3043,761
Oaxaca,Santa Inés Yatzeche,MX20389,948,237
Oaxaca,Santa Inés de Zaragoza,MX20569,1498,375
Oaxaca,Santa Inés del Monte,MX20388,3027,757
Oaxaca,Santa Lucía Miahuatlán,MX20391,3564,891
Oaxaca,Santa Lucía Monteverde,MX20392,7063,1766
Oaxaca,Santa Lucía Ocotlán,MX20393,4426,1106
Oaxaca,Santa Lucía del Camino,MX20390,56936,14234
Oaxaca,Santa Magdalena Jicotlán,MX20047,82,21
Oaxaca,Santa María Alotepec,MX20394,2911,728
Oaxaca,Santa María Apazco,MX20395,1672,418
Oaxaca,Santa María Atzompa,MX20399,46264,11566
Oaxaca,Santa María Camotlán,MX20400,1771,443
Oaxaca,Santa María Chachoápam,MX20404,816,204
Oaxaca,Santa María Chilchotla,MX20406,22803,5701
Oaxaca,Santa María Chimalapa,MX20407,8085,2021
Oaxaca,Santa María Colotepec,MX20401,28826,7206
Oaxaca,Santa María Cortijo,MX20402,1140,285
Oaxaca,Santa María Coyotepec,MX20403,4193,1048
Oaxaca,Santa María Ecatepec,MX20410,3645,911
Oaxaca,Santa María Guelacé,MX20411,1081,270
Oaxaca,Santa María Guienagati,MX20412,3344,836
Oaxaca,Santa María Huatulco,MX20413,53588,13397
Oaxaca,Santa María Huazolotitlán,MX20414,12549,3137
Oaxaca,Santa María Ipalapa,MX20415,5107,1277
Oaxaca,Santa María Ixcatlán,MX20416,470,117
Oaxaca,Santa María Jacatepec,MX20417,10361,2590
Oaxaca,Santa María Jalapa del Marqués,MX20418,12239,3060
Oaxaca,Santa María Jaltianguis,MX20419,617,154
Oaxaca,Santa María Lachixío,MX20420,1770,442
Oaxaca,Santa María Mixtequilla,MX20421,5108,1277
Oaxaca,Santa María Nativitas,MX20422,618,155
Oaxaca,Santa María Nduayaco,MX20423,459,115
Oaxaca,Santa María Ozolotepec,MX20424,3989,997
Oaxaca,Santa María Petapa,MX20427,17419,4355
Oaxaca,Santa María Peñoles,MX20426,9567,2392
Oaxaca,Santa María Pápalo,MX20425,2149,537
Oaxaca,Santa María Quiegolani,MX20428,2352,588
Oaxaca,Santa María Sola,MX20429,1636,409
Oaxaca,Santa María Tataltepec,MX20430,325,81
Oaxaca,Santa María Tecomavaca,MX20431,1946,487
Oaxaca,Santa María Temaxcalapa,MX20432,947,237
Oaxaca,Santa María Temaxcaltepec,MX20433,2912,728
Oaxaca,Santa María Teopoxco,MX20434,4217,1054
Oaxaca,Santa María Tepantlali,MX20435,3888,972
Oaxaca,Santa María Texcatitlán,MX20436,922,231
Oaxaca,Santa María Tlahuitoltepec,MX20437,10165,2541
Oaxaca,Santa María Tlalixtac,MX20438,1942,486
Oaxaca,Santa María Tonameca,MX20439,27067,6767
Oaxaca,Santa María Totolapilla,MX20440,835,209
Oaxaca,Santa María Xadani,MX20441,10319,2580
Oaxaca,Santa María Yalina,MX20442,260,65
Oaxaca,Santa María Yavesía,MX20443,472,118
Oaxaca,Santa María Yolotepec,MX20444,520,130
Oaxaca,Santa María Yosoyúa,MX20445,1780,445
Oaxaca,Santa María Yucuhiti,MX20446,6277,1569
Oaxaca,Santa María Zacatepec,MX20447,17943,4486
Oaxaca,Santa María Zaniza,MX20448,2671,668
Oaxaca,Santa María Zoquitlán,MX20449,3417,854
Oaxaca,Santa María del Rosario,MX20408,537,134
Oaxaca,Santa María del Tule,MX20409,9733,2433
Oaxaca,Santa María la Asunción,MX20396,3466,866
Oaxaca,Santiago Amoltepec,MX20450,14746,3687
Oaxaca,Santiago Apoala,MX20451,1043,261
Oaxaca,Santiago Apóstol,MX20452,4624,1156
Oaxaca,Santiago Astata,MX20453,4079,1020
Oaxaca,Santiago Atitlán,MX20454,3757,939
Oaxaca,Santiago Ayuquililla,MX20455,3155,789
Oaxaca,Santiago Cacaloxtepec,MX20456,1727,432
Oaxaca,Santiago Camotlán,MX20457,3522,880
Oaxaca,Santiago Chazumba,MX20459,5046,1261
Oaxaca,Santiago Choápam,MX20460,5529,1382
Oaxaca,Santiago Comaltepec,MX20458,1214,303
Oaxaca,Santiago Huajolotitlán,MX20462,4899,1225
Oaxaca,Santiago Huauclilla,MX20463,545,136
Oaxaca,Santiago Ihuitlán Plumas,MX20464,369,92
Oaxaca,Santiago Ixcuintepec,MX20465,1719,430
Oaxaca,Santiago Ixtayutla,MX20466,14721,3680
Oaxaca,Santiago Jamiltepec,MX20467,19999,5000
Oaxaca,Santiago Jocotepec,MX20468,15174,3793
Oaxaca,Santiago Juxtlahuaca,MX20469,36923,9231
Oaxaca,Santiago Lachiguiri,MX20470,4662,1166
Oaxaca,Santiago Lalopa,MX20471,453,113
Oaxaca,Santiago Laollaga,MX20472,3491,873
Oaxaca,Santiago Laxopa,MX20473,1350,338
Oaxaca,Santiago Llano Grande,MX20474,3576,894
Oaxaca,Santiago Matatlán,MX20475,10786,2697
Oaxaca,Santiago Miltepec,MX20476,453,113
Oaxaca,Santiago Minas,MX20477,1421,355
Oaxaca,Santiago Nacaltepec,MX20478,1657,414
Oaxaca,Santiago Nejapilla,MX20479,174,43
Oaxaca,Santiago Niltepec,MX20066,5547,1387
Oaxaca,Santiago Nundiche,MX20480,1414,354
Oaxaca,Santiago Nuyoó,MX20481,2054,513
Oaxaca,Santiago Pinotepa Nacional,MX20482,58651,14663
Oaxaca,Santiago Suchilquitongo,MX20483,11456,2864
Oaxaca,Santiago Tamazola,MX20484,4696,1174
Oaxaca,Santiago Tapextla,MX20485,3304,826
Oaxaca,Santiago Tenango,MX20487,2057,514
Oaxaca,Santiago Tepetlapa,MX20488,133,33
Oaxaca,Santiago Tetepec,MX20489,5181,1295
Oaxaca,Santiago Texcalcingo,MX20490,3134,784
Oaxaca,Santiago Textitlán,MX20491,5239,1310
Oaxaca,Santiago Tilantongo,MX20492,2857,714
Oaxaca,Santiago Tillo,MX20493,563,141
Oaxaca,Santiago Tlazoyaltepec,MX20494,6727,1682
Oaxaca,Santiago Xanica,MX20495,3309,827
Oaxaca,Santiago Xiacuí,MX20496,1999,500
Oaxaca,Santiago Yaitepec,MX20497,4480,1120
Oaxaca,Santiago Yaveo,MX20498,8088,2022
Oaxaca,Santiago Yolomécatl,MX20499,1995,499
Oaxaca,Santiago Yosondúa,MX20500,8365,2091
Oaxaca,Santiago Yucuyachi,MX20501,1020,255
Oaxaca,Santiago Zacatepec,MX20502,5308,1327
Oaxaca,Santiago Zoochila,MX20503,455,114
Oaxaca,Santiago del Río,MX20461,535,134
Oaxaca,Santo Domingo Albarradas,MX20506,833,208
Oaxaca,Santo Domingo Armenta,MX20507,3323,831
Oaxaca,Santo Domingo Chihuitán,MX20508,1680,420
Oaxaca,Santo Domingo Ingenio,MX20505,7982,1995
Oaxaca,Santo Domingo Ixcatlán,MX20510,797,199
Oaxaca,Santo Domingo Nuxaá,MX20511,3511,878
Oaxaca,Santo Domingo Ozolotepec,MX20512,1197,299
Oaxaca,Santo Domingo Petapa,MX20513,9483,2371
Oaxaca,Santo Domingo Roayaga,MX20514,990,247
Oaxaca,Santo Domingo Tehuantepec,MX20515,72217,18054
Oaxaca,Santo Domingo Teojomulco,MX20516,5587,1397
Oaxaca,Santo Domingo Tepuxtepec,MX20517,6390,1598
Oaxaca,Santo Domingo Tlatayápam,MX20518,119,30
Oaxaca,Santo Domingo Tomaltepec,MX20519,4118,1030
Oaxaca,Santo Domingo Tonaltepec,MX20521,265,66
Oaxaca,Santo Domingo Tonalá,MX20520,7694,1923
Oaxaca,Santo Domingo Xagacía,MX20522,1249,312
Oaxaca,Santo Domingo Yanhuitlán,MX20523,1694,423
Oaxaca,Santo Domingo Yodohino,MX20524,337,84
Oaxaca,Santo Domingo Zanatepec,MX20525,12940,3235
Oaxaca,Santo Domingo de Morelos,MX20509,12178,3045
Oaxaca,Santo Tomás Jalieza,MX20530,4215,1054
Oaxaca,Santo Tomás Mazaltepec,MX20531,2734,683
Oaxaca,Santo Tomás Ocotepec,MX20532,4272,1068
Oaxaca,Santo Tomás Tamazulapan,MX20533,2908,727
Oaxaca,Santos Reyes Nopala,MX20526,17684,4421
Oaxaca,Santos Reyes Pápalo,MX20527,2627,657
Oaxaca,Santos Reyes Tepejillo,MX20528,925,231
Oaxaca,Santos Reyes Yucuná,MX20529,1562,390
Oaxaca,Silacayoápam,MX20537,6972,1743
Oaxaca,Sitio de Xitlapehua,MX20538,796,199
Oaxaca,Soledad Etla,MX20539,7241,1810
Oaxaca,Tamazulápam del Espíritu Santo,MX20031,7784,1946
Oaxaca,Tanetze de Zaragoza,MX20541,1609,402
Oaxaca,Taniche,MX20542,965,241
Oaxaca,Tataltepec de Valdés,MX20543,6749,1687
Oaxaca,Teococuilco de Marcos Pérez,MX20544,1072,268
Oaxaca,Teotitlán de Flores Magón,MX20545,10718,2680
Oaxaca,Teotitlán del Valle,MX20546,6717,1679
Oaxaca,Teotongo,MX20547,1037,259
Oaxaca,Tepelmeme Villa de Morelos,MX20548,2041,510
Oaxaca,Tlacolula de Matamoros,MX20551,31696,7924
Oaxaca,Tlacotepec Plumas,MX20552,435,109
Oaxaca,Tlalixtac de Cabrera,MX20553,12930,3233
Oaxaca,Totontepec Villa de Morelos,MX20554,6207,1552
Oaxaca,Trinidad Zaachila,MX20555,3832,958
Oaxaca,Unión Hidalgo,MX20557,15141,3785
Oaxaca,Valerio Trujano,MX20558,1437,359
Oaxaca,Villa Díaz Ordaz,MX20560,6752,1688
Oaxaca,Villa Hidalgo,MX20038,1978,494
Oaxaca,Villa Sola de Vega,MX20277,13431,3358
Oaxaca,Villa Talea de Castro,MX20280,2100,525
Oaxaca,Villa Tejúpam de la Unión,MX20486,2515,629
Oaxaca,Villa de Chilapa de Díaz,MX20405,1875,469
