adm1_name,adm2_name,adm2_code,pop_total,pop_wra
Jalisco,Atemajac de Brizuela,MX14010,8172,2043
Jalisco,Atengo,MX14011,5826,1457
Jalisco,Atenguillo,MX14012,4336,1084
Jalisco,Atotonilco el Alto,MX14013,67214,16803
Jalisco,Atoyac,MX14014,9208,2302
Jalisco,Autlán de Navarro,MX14015,67890,16973
Jalisco,Ayotlán,MX14016,43850,10963
Jalisco,Ayutla,MX14017,13468,3367
Jalisco,Bolaños,MX14019,7510,1878
Jalisco,Cabo Corrientes,MX14020,11503,2876
Jalisco,Casimiro Castillo,MX14021,21450,5362
Jalisco,Cañadas de Obregón,MX14117,4578,1144
Jalisco,Chapala,MX14030,58677,14669
Jalisco,Chimaltitán,MX14031,3449,862
Jalisco,Chiquilistlán,MX14032,6295,1574
Jalisco,Cihuatlán,MX14022,42124,10531
Jalisco,Cocula,MX14024,30755,7689
Jalisco,Colotlán,MX14025,20588,5147
Jalisco,Concepción de Buenos Aires,MX14026,6732,1683
Jalisco,Cuautitlán de García Barragán,MX14027,19288,4822
Jalisco,Cuautla,MX14028,2271,568
Jalisco,Cuquío,MX14029,18667,4667
Jalisco,Degollado,MX14033,22324,5581
Jalisco,Ejutla,MX14034,2074,519
Jalisco,El Arenal,MX14009,22643,5661
Jalisco,El Grullo,MX14037,27094,6773
Jalisco,El Limón,MX14054,5574,1394
Jalisco,El Salto,MX14070,220781,55195
Jalisco,Encarnación de Díaz,MX14035,55736,13934
Jalisco,Etzatlán,MX14036,21023,5256
Jalisco,Guachinango,MX14038,4472,1118
Jalisco,Guadalajara,MX14039,1462483,365621
Jalisco,Gómez Farías,MX14079,17414,4353
Jalisco,Hostotipaquillo,MX14040,9156,2289
Jalisco,Huejuquilla el Alto,MX14042,10464,2616
Jalisco,Huejúcar,MX14041,6140,1535
Jalisco,Ixtlahuacán de los Membrillos,MX14044,73085,18271
Jalisco,Ixtlahuacán del Río,MX14045,21434,5359
Jalisco,Jalostotitlán,MX14046,34357,8589
Jalisco,Jamay,MX14047,26417,6604
Jalisco,Jesús María,MX14048,19960,4990
Jalisco,Jilotlán de los Dolores,MX14049,10045,2511
Jalisco,Jocotepec,MX14050,49607,12402
Jalisco,Juanacatlán,MX14051,33009,8252
Jalisco,Juchitlán,MX14052,5771,1443
Jalisco,La Barca,MX14018,71923,17981
Jalisco,La Huerta,MX14043,24274,6069
Jalisco,La Manzanilla de la Paz,MX14057,4324,1081
Jalisco,Lagos de Moreno,MX14053,181183,45296
Jalisco,Magdalena,MX14055,22888,5722
Jalisco,Mascota,MX14058,15082,3770
Jalisco,Mazamitla,MX14059,14755,3689
Jalisco,Mexticacán,MX14060,5580,1395
Jalisco,Mezquitic,MX14061,23447,5862
Jalisco,Mixtlán,MX14062,3777,944
Jalisco,Ocotlán,MX14063,111366,27842
Jalisco,Ojuelos de Jalisco,MX14064,35646,8912
Jalisco,Pihuamo,MX14065,11858,2964
Jalisco,Poncitlán,MX14066,57239,14310
Jalisco,Puerto Vallarta,MX14067,305901,76475
Jalisco,Quitupan,MX14069,8058,2014
Jalisco,San Cristóbal de la Barranca,MX14071,3155,789
Jalisco,San Diego de Alejandría,MX14072,8052,2013
Jalisco,San Gabriel,MX14113,17412,4353
Jalisco,San Ignacio Cerro Gordo,MX14125,19549,4887
Jalisco,San Juan de los Lagos,MX14073,76021,19005
Jalisco,San Juanito de Escobedo,MX14007,10154,2539
Jalisco,San Julián,MX14074,17629,4407
Jalisco,San Marcos,MX14075,4023,1006
Jalisco,San Martín Hidalgo,MX14077,30072,7518
Jalisco,San Martín de Bolaños,MX14076,3233,808
Jalisco,San Miguel el Alto,MX14078,33628,8407
Jalisco,San Pedro Tlaquepaque,MX14098,748052,187013
Jalisco,San Sebastián del Oeste,MX14080,5340,1335
Jalisco,Santa María de los Ángeles,MX14081,3643,911
Jalisco,Santa María del Oro,MX14056,1895,474
Jalisco,Sayula,MX14082,39054,9763
Jalisco,Tala,MX14083,89558,22390
Jalisco,Talpa de Allende,MX14084,15665,3916
Jalisco,Tamazula de Gordiano,MX14085,40674,10168
Jalisco,Tapalpa,MX14086,22456,5614
Jalisco,Tecalitlán,MX14087,17677,4419
Jalisco,Techaluta de Montenegro,MX14089,4360,1090
Jalisco,Tecolotlán,MX14088,17315,4329
Jalisco,Tenamaxtlán,MX14090,7611,1903
Jalisco,Teocaltiche,MX14091,41669,10417
Jalisco,Teocuitatlán de Corona,MX14092,11475,2869
Jalisco,Tepatitlán de Morelos,MX14093,157579,39395
Jalisco,Tequila,MX14094,46653,11663
Jalisco,Teuchitlán,MX14095,10128,2532
Jalisco,Tizapán el Alto,MX14096,23808,5952
Jalisco,Tlajomulco de Zúñiga,MX14097,796173,199043
Jalisco,Tolimán,MX14099,11810,2952
Jalisco,Tomatlán,MX14100,37972,9493
Jalisco,Tonalá,MX14101,608023,152006
Jalisco,Tonaya,MX14102,6242,1560
Jalisco,Tonila,MX14103,7871,1968
Jalisco,Totatiche,MX14104,4320,1080
Jalisco,Tototlán,MX14105,24864,6216
Jalisco,Tuxcacuesco,MX14106,5833,1458
Jalisco,Tuxcueca,MX14107,7108,1777
Jalisco,Tuxpan,MX14108,39552,9888
Jalisco,Unión de San Antonio,MX14109,20308,5077
Jalisco,Unión de Tula,MX14110,14412,3603
Jalisco,Valle de Guadalupe,MX14111,7031,1758
Jalisco,Valle de Juárez,MX14112,6449,1612
Jalisco,Villa Corona,MX14114,20025,5006
Jalisco,Villa Guerrero,MX14115,5756,1439
Jalisco,Villa Hidalgo,MX14116,21061,5265
Jalisco,Villa Purificación,MX14068,11795,2949
Jalisco,Yahualica de González Gallo,MX14118,23269,5817
Jalisco,Zacoalco de Torres,MX14119,32507,8127
Jalisco,Zapopan,MX14120,1521002,380250
Jalisco,Zapotiltic,MX14121,35528,8882
Jalisco,Zapotitlán de Vadillo,MX14122,7876,1969
Jalisco,Zapotlanejo,MX14124,68287,17072
Jalisco,Zapotlán del Rey,MX14123,20410,5102
Jalisco,Zapotlán el Grande,MX14023,120541,30135
Michoacán de Ocampo,Acuitzio,MX16001,12038,3009
Michoacán de Ocampo,Aguililla,MX16002,15148,3787
Michoacán de Ocampo,Angamacutiro,MX16004,15695,3924
Michoacán de Ocampo,Angangueo,MX16005,11631,2908
Michoacán de Ocampo,Apatzingán,MX16006,132441,33110
Michoacán de Ocampo,Aporo,MX16007,3768,942
Michoacán de Ocampo,Aquila,MX16008,25939,6485
Michoacán de Ocampo,Ario,MX16009,38006,9502
Michoacán de Ocampo,Arteaga,MX16010,21382,5346
Michoacán de Ocampo,Briseñas,MX16011,12525,3131
Michoacán de Ocampo,Buenavista,MX16012,48101,12025
Michoacán de Ocampo,Carácuaro,MX16013,9643,2411
Michoacán de Ocampo,Charapan,MX16021,14237,3559
Michoacán de Ocampo,Charo,MX16022,26351,6588
Michoacán de Ocampo,Chavinda,MX16023,10944,2736
Michoacán de Ocampo,Cherán,MX16024,21637,5409
Michoacán de Ocampo,Chilchota,MX16025,42742,10686
Michoacán de Ocampo,Chinicuila,MX16026,5055,1264
Michoacán de Ocampo,Chucándiro,MX16027,5125,1281
Michoacán de Ocampo,Churintzio,MX16028,5393,1348
Michoacán de Ocampo,Churumuco,MX16029,12899,3225
Michoacán de Ocampo,Coahuayana,MX16014,17877,4469
Michoacán de Ocampo,Coalcomán de Vázquez Pallares,MX16015,20572,5143
Michoacán de Ocampo,Coeneo,MX16016,21737,5434
Michoacán de Ocampo,Cojumatlán de Régules,MX16074,11059,2765
Michoacán de Ocampo,Contepec,MX16017,37067,9267
Michoacán de Ocampo,Copándaro,MX16018,10373,2593
Michoacán de Ocampo,Cotija,MX16019,21070,5267
Michoacán de Ocampo,Cuitzeo,MX16020,31633,7908
Michoacán de Ocampo,Ecuandureo,MX16030,12461,3115
Michoacán de Ocampo,Epitacio Huerta,MX16031,17054,4263
Michoacán de Ocampo,Erongarícuaro,MX16032,16446,4111
Michoacán de Ocampo,Gabriel Zamora,MX16033,22520,5630
Michoacán de Ocampo,Hidalgo,MX16034,132163,33041
Michoacán de Ocampo,Huandacareo,MX16036,12112,3028
Michoacán de Ocampo,Huaniqueo,MX16037,8142,2036
Michoacán de Ocampo,Huetamo,MX16038,43665,10916
Michoacán de Ocampo,Huiramba,MX16039,9646,2411
Michoacán de Ocampo,Indaparapeo,MX16040,19495,4874
Michoacán de Ocampo,Irimbo,MX16041,16964,4241
Michoacán de Ocampo,Ixtlán,MX16042,15023,3756
Michoacán de Ocampo,Jacona,MX16043,72642,18160
Michoacán de Ocampo,Jiménez,MX16044,13419,3355
Michoacán de Ocampo,Jiquilpan,MX16045,38481,9620
Michoacán de Ocampo,José Sixto Verduzco,MX16113,27553,6888
Michoacán de Ocampo,Jungapeo,MX16047,20885,5221
Michoacán de Ocampo,Juárez,MX16046,15751,3938
Michoacán de Ocampo,La Huacana,MX16035,32053,8013
Michoacán de Ocampo,La Piedad,MX16069,111965,27991
Michoacán de Ocampo,Lagunillas,MX16048,6400,1600
Michoacán de Ocampo,Los Reyes,MX16075,83161,20790
Michoacán de Ocampo,Lázaro Cárdenas,MX16052,204911,51228
Michoacán de Ocampo,Madero,MX16049,20259,5065
Michoacán de Ocampo,Maravatío,MX16050,94215,23554
Michoacán de Ocampo,Marcos Castellanos,MX16051,14656,3664
Michoacán de Ocampo,Morelia,MX16053,886939,221735
Michoacán de Ocampo,Morelos,MX16054,8261,2065
Michoacán de Ocampo,Múgica,MX16055,48098,12024
Michoacán de Ocampo,Nahuatzen,MX16056,34230,8557
Michoacán de Ocampo,Nocupétaro,MX16057,8640,2160
Michoacán de Ocampo,Nuevo Parangaricutiro,MX16058,22125,5531
Michoacán de Ocampo,Nuevo Urecho,MX16059,9546,2386
Michoacán de Ocampo,Numarán,MX16060,10214,2554
Michoacán de Ocampo,Ocampo,MX16061,26377,6594
Michoacán de Ocampo,Pajacuarán,MX16062,22057,5514
Michoacán de Ocampo,Panindícuaro,MX16063,15598,3900
Michoacán de Ocampo,Paracho,MX16065,41594,10398
Michoacán de Ocampo,Parácuaro,MX16064,28400,7100
Michoacán de Ocampo,Penjamillo,MX16067,17302,4326
Michoacán de Ocampo,Peribán,MX16068,31091,7773
Michoacán de Ocampo,Puruándiro,MX16071,72509,18127
Michoacán de Ocampo,Purépero,MX16070,16133,4033
Michoacán de Ocampo,Pátzcuaro,MX16066,103352,25838
Michoacán de Ocampo,Queréndaro,MX16072,14702,3675
Michoacán de Ocampo,Quiroga,MX16073,28480,7120
Michoacán de Ocampo,Sahuayo,MX16076,82401,20600
Michoacán de Ocampo,Salvador Escalante,MX16079,52654,13164
Michoacán de Ocampo,San Lucas,MX16077,18549,4637
Michoacán de Ocampo,Santa Ana Maya,MX16078,13568,3392
Michoacán de Ocampo,Senguio,MX16080,21016,5254
Michoacán de Ocampo,Susupuato,MX16081,9612,2403
Michoacán de Ocampo,Tacámbaro,MX16082,83739,20935
Michoacán de Ocampo,Tancítaro,MX16083,35271,8818
Michoacán de Ocampo,Tangamandapio,MX16084,33503,8376
Michoacán de Ocampo,Tangancícuaro,MX16085,37881,9470
Michoacán de Ocampo,Tanhuato,MX16086,16450,4113
Michoacán de Ocampo,Taretan,MX16087,16420,4105
Michoacán de Ocampo,Tarímbaro,MX16088,122366,30592
Michoacán de Ocampo,Tepalcatepec,MX16089,25222,6306
Michoacán de Ocampo,Tingambato,MX16090,17231,4308
Michoacán de Ocampo,Tingüindín,MX16091,15670,3918
Michoacán de Ocampo,Tiquicheo de Nicolás Romero,MX16092,13536,3384
Michoacán de Ocampo,Tlalpujahua,MX16093,30177,7544
Michoacán de Ocampo,Tlazazalca,MX16094,6630,1657
Michoacán de Ocampo,Tocumbo,MX16095,13232,3308
Michoacán de Ocampo,Tumbiscatío,MX16096,6279,1570
Michoacán de Ocampo,Turicato,MX16097,30566,7642
Michoacán de Ocampo,Tuxpan,MX16098,27147,6787
Michoacán de Ocampo,Tuzantla,MX16099,15006,3752
Michoacán de Ocampo,Tzintzuntzan,MX16100,15940,3985
Michoacán de Ocampo,Tzitzio,MX16101,9357,2339
Michoacán de Ocampo,Uruapan,MX16102,373932,93483
Michoacán de Ocampo,Venustiano Carranza,MX16103,24646,6162
Michoacán de Ocampo,Villamar,MX16104,16474,4119
Michoacán de Ocampo,Vista Hermosa,MX16105,22035,5509
Michoacán de Ocampo,Yurécuaro,MX16106,34150,8538
Michoacán de Ocampo,Zacapu,MX16107,80093,20023
Michoacán de Ocampo,Zamora,MX16108,214814,53704
Michoacán de Ocampo,Zinapécuaro,MX16110,51622,12906
Michoacán de Ocampo,Zináparo,MX16109,3325,831
Michoacán de Ocampo,Ziracuaretiro,MX16111,19540,4885
Michoacán de Ocampo,Zitácuaro,MX16112,164785,41196
Michoacán de Ocampo,Álvaro Obregón,MX16003,24357,6089
Morelos,Amacuzac,MX17001,18551,4638
Morelos,Atlatlahucan,MX17002,26903,6726
Morelos,Axochiapan,MX17003,41423,10356
Morelos,Ayala,MX17004,95875,23969
Morelos,Coatlán del Río,MX17005,11301,2825
Morelos,Cuautla,MX17006,198638,49659
Morelos,Cuernavaca,MX17007,399888,99972
Morelos,Emiliano Zapata,MX17008,116819,29205
Morelos,Huitzilac,MX17009,25682,6421
Morelos,Jantetelco,MX17010,19678,4919
Morelos,Jiutepec,MX17011,234259,58565
Morelos,Jojutla,MX17012,62613,15653
Morelos,Jonacatepec,MX17013,17616,4404
Morelos,Mazatepec,MX17014,10357,2589
Morelos,Miacatlán,MX17015,28812,7203
Morelos,Ocuituco,MX17016,20476,5119
Morelos,Puente de Ixtla,MX17017,71339,17835
Morelos,Temixco,MX17018,131263,32816
Morelos,Temoac,MX17033,17627,4407
Morelos,Tepalcingo,MX17019,29579,7395
Morelos,Tepoztlán,MX17020,61636,15409
Morelos,Tetecala,MX17021,8212,2053
Morelos,Tetela del Volcán,MX17022,24159,6040
Morelos,Tlalnepantla,MX17023,8454,2113
Morelos,Tlaltizapán de Zapata,MX17024,56061,14015
Morelos,Tlaquiltenango,MX17025,35928,8982
Morelos,Tlayacapan,MX17026,20772,5193
Morelos,Totolapan,MX17027,13449,3362
Morelos,Xochitepec,MX17028,79723,19931
Morelos,Yautepec,MX17029,113384,28346
Morelos,Yecapixtla,MX17030,60850,15213
Morelos,Zacatepec,MX17031,39459,9865
Morelos,Zacualpan,MX17032,10800,2700
México,Acambay de Ruíz Castañeda,MX15001,71859,17965
México,Acolman,MX15002,186832,46708
México,Aculco,MX15003,51935,12984
México,Almoloya de Alquisiras,MX15004,16316,4079
México,Almoloya de Juárez,MX15005,186083,46521
México,Almoloya del Río,MX15006,13716,3429
México,Amanalco,MX15007,25326,6332
México,Amatepec,MX15008,26560,6640
México,Amecameca,MX15009,56794,14199
México,Apaxco,MX15010,33684,8421
México,Atenco,MX15011,89611,22403
México,Atizapán,MX15012,14585,3646
México,Atizapán de Zaragoza,MX15013,561024,140256
México,Atlacomulco,MX15014,115347,28837
México,Atlautla,MX15015,33868,8467
México,Axapusco,MX15016,31536,7884
México,Ayapango,MX15017,11035,2759
México,Calimaya,MX15018,73842,18461
México,Capulhuac,MX15019,39591,9898
México,Chalco,MX15025,429398,107350
México,Chapa de Mota,MX15026,33603,8401
México,Chapultepec,MX15027,14032,3508
México,Chiautla,MX15028,34048,8512
México,Chicoloapan,MX15029,221625,55406
México,Chiconcuac,MX15030,31310,7827
México,Chimalhuacán,MX15031,760921,190230
México,Coacalco de Berriozábal,MX15020,313230,78308
México,Coatepec Harinas,MX15021,40983,10246
México,Cocotitlán,MX15022,16756,4189
México,Coyotepec,MX15023,45375,11344
México,Cuautitlán,MX15024,196389,49097
México,Cuautitlán Izcalli,MX15121,588354,147088
México,Donato Guerra,MX15032,40277,10069
México,Ecatepec de Morelos,MX15033,1737794,434448
México,Ecatzingo,MX15034,11478,2870
México,El Oro,MX15064,38598,9649
México,Huehuetoca,MX15035,172035,43009
México,Hueypoxtla,MX15036,50232,12558
México,Huixquilucan,MX15037,308724,77181
México,Isidro Fabela,MX15038,12885,3221
México,Ixtapaluca,MX15039,577234,144308
México,Ixtapan de la Sal,MX15040,39061,9765
México,Ixtapan del Oro,MX15041,6842,1711
México,Ixtlahuaca,MX15042,170167,42542
México,Jaltenco,MX15044,31460,7865
México,Jilotepec,MX15045,92437,23109
México,Jilotzingo,MX15046,21307,5327
México,Jiquipilco,MX15047,81514,20379
México,Jocotitlán,MX15048,74152,18538
México,Joquicingo,MX15049,16624,4156
México,Juchitepec,MX15050,28521,7130
México,La Paz,MX15070,335993,83998
México,Lerma,MX15051,182234,45559
México,Luvianos,MX15123,30315,7579
México,Malinalco,MX15052,31161,7790
México,Melchor Ocampo,MX15053,67747,16937
México,Metepec,MX15054,258029,64507
México,Mexicaltzingo,MX15055,15033,3758
México,Morelos,MX15056,35089,8772
México,Naucalpan de Juárez,MX15057,884056,221014
México,Nextlalpan,MX15059,61505,15376
México,Nezahualcóyotl,MX15058,1154116,288529
México,Nicolás Romero,MX15060,455167,113792
México,Nopaltepec,MX15061,11197,2799
México,Ocoyoacac,MX15062,77592,19398
México,Ocuilan,MX15063,39101,9775
México,Otumba,MX15065,38698,9675
México,Otzoloapan,MX15066,5176,1294
México,Otzolotepec,MX15067,94541,23635
México,Ozumba,MX15068,33106,8276
México,Papalotla,MX15069,5387,1347
México,Polotitlán,MX15071,16106,4027
México,Rayón,MX15072,18334,4583
México,San Antonio la Isla,MX15073,34038,8510
México,San Felipe del Progreso,MX15074,154228,38557
México,San José del Rincón,MX15124,107347,26837
México,San Martín de las Pirámides,MX15075,31466,7866
México,San Mateo Atenco,MX15076,96080,24020
México,San Simón de Guerrero,MX15077,7185,1796
México,Santo Tomás,MX15078,10550,2638
México,Soyaniquilpan de Juárez,MX15079,15253,3813
México,Sultepec,MX15080,25557,6389
México,Tecámac,MX15081,581490,145372
México,Tejupilco,MX15082,83518,20880
México,Temamatla,MX15083,14955,3739
México,Temascalapa,MX15084,46135,11534
México,Temascalcingo,MX15085,70200,17550
México,Temascaltepec,MX15086,37043,9261
México,Temoaya,MX15087,115680,28920
México,Tenancingo,MX15088,110360,27590
México,Tenango del Aire,MX15089,12006,3002
México,Tenango del Valle,MX15090,96146,24036
México,Teoloyucan,MX15091,73144,18286
México,Teotihuacán,MX15092,62676,15669
México,Tepetlaoxtoc,MX15093,34619,8655
México,Tepetlixpa,MX15094,21853,5463
México,Tepotzotlán,MX15095,111592,27898
México,Tequixquiac,MX15096,43186,10796
México,Texcaltitlán,MX15097,19717,4929
México,Texcalyacac,MX15098,6102,1526
México,Texcoco,MX15099,293884,73471
México,Tezoyuca,MX15100,55071,13768
México,Tianguistenco,MX15101,92162,23041
México,Timilpan,MX15102,17451,4363
México,Tlalmanalco,MX15103,52374,13093
México,Tlalnepantla de Baz,MX15104,728056,182014
México,Tlatlaya,MX15105,33359,8340
México,Toluca,MX15106,968115,242029
México,Tonanitla,MX15125,16206,4051
México,Tonatico,MX15107,13702,3426
México,Tultepec,MX15108,174940,43735
México,Tultitlán,MX15109,551359,137840
México,Valle de Bravo,MX15110,65982,16496
México,Valle de Chalco Solidaridad,MX15122,420328,105082
México,Villa Guerrero,MX15113,73124,18281
México,Villa Victoria,MX15114,115788,28947
México,Villa de Allende,MX15111,57023,14256
México,Villa del Carbón,MX15112,54610,13653
México,Xalatlaco,MX15043,33984,8496
México,Xonacatlán,MX15115,58297,14574
México,Zacazonapan,MX15116,5414,1354
México,Zacualpan,MX15117,14256,3564
México,Zinacantepec,MX15118,216841,54210
México,Zumpahuacán,MX15119,20061,5015
México,Zumpango,MX15120,299104,74776
Nayarit,Acaponeta,MX18001,38838,9710
Nayarit,Ahuacatlán,MX18002,16372,4093
Nayarit,Amatlán de Cañas,MX18003,12008,3002
Nayarit,Bahía de Banderas,MX18020,197084,49271
Nayarit,Compostela,MX18004,80885,20221
Nayarit,Del Nayar,MX18009,50530,12632
Nayarit,Huajicori,MX18005,12970,3243
Nayarit,Ixtlán del Río,MX18006,30615,7654
Nayarit,Jala,MX18007,20255,5064
Nayarit,La Yesca,MX18019,14325,3581
Nayarit,Rosamorada,MX18010,35103,8776
Nayarit,Ruíz,MX18011,25315,6329
Nayarit,San Blas,MX18012,43222,10806
Nayarit,San Pedro Lagunillas,MX18013,8009,2002
Nayarit,Santa María del Oro,MX18014,26514,6628
Nayarit,Santiago Ixcuintla,MX18015,97749,24437
Nayarit,Tecuala,MX18016,38438,9610
Nayarit,Tepic,MX18017,452146,113036
Nayarit,Tuxpan,MX18018,31427,7857
Nayarit,Xalisco,MX18008,61019,15255
Nuevo León,Abasolo,MX19001,3173,793
Nuevo León,Agualeguas,MX19002,3468,867
Nuevo León,Allende,MX19004,37009,9252
Nuevo León,Anáhuac,MX19005,18796,4699
Nuevo León,Apodaca,MX19006,700428,175107
Nuevo León,Aramberri,MX19007,15517,3879
Nuevo León,Bustamante,MX19008,3795,949
Nuevo León,Cadereyta Jiménez,MX19009,128629,32157
Nuevo León,Cerralvo,MX19011,7648,1912
Nuevo León,China,MX19013,10334,2584
Nuevo León,Ciénega de Flores,MX19012,75171,18793
Nuevo León,Doctor Arroyo,MX19014,37526,9381
Nuevo León,Doctor Coss,MX19015,1415,354
Nuevo León,Doctor González,MX19016,3484,871
Nuevo León,El Carmen,MX19010,112595,28149
Nuevo León,Galeana,MX19017,42595,10649
Nuevo León,García,MX19018,422626,105657
Nuevo León,General Bravo,MX19020,5739,1435
Nuevo León,General Escobedo,MX19021,512079,128020
Nuevo León,General Terán,MX19022,14683,3671
Nuevo León,General Treviño,MX19023,1862,465
Nuevo León,General Zaragoza,MX19024,6566,1641
Nuevo León,General Zuazua,MX19025,110033,27508
Nuevo León,Guadalupe,MX19026,683152,170788
Nuevo León,Hidalgo,MX19047,16778,4194
Nuevo León,Higueras,MX19028,1447,362
Nuevo León,Hualahuises,MX19029,7308,1827
Nuevo León,Iturbide,MX19030,3426,857
Nuevo León,Juárez,MX19031,501756,125439
Nuevo León,Lampazos de Naranjo,MX19032,5592,1398
Nuevo León,Linares,MX19033,88548,22137
Nuevo León,Los Aldamas,MX19003,1444,361
Nuevo León,Los Herreras,MX19027,2053,513
Nuevo León,Los Ramones,MX19042,5624,1406
Nuevo León,Marín,MX19034,5494,1373
Nuevo León,Melchor Ocampo,MX19035,1548,387
Nuevo León,Mier y Noriega,MX19036,7995,1999
Nuevo León,Mina,MX19037,6566,1642
Nuevo León,Montemorelos,MX19038,70613,17653
Nuevo León,Monterrey,MX19039,1183892,295973
Nuevo León,Parás,MX19040,933,233
Nuevo León,Pesquería,MX19041,157879,39470
Nuevo León,Rayones,MX19043,2468,617
Nuevo León,Sabinas Hidalgo,MX19044,36075,9019
Nuevo León,Salinas Victoria,MX19045,93788,23447
Nuevo León,San Nicolás de los Garza,MX19046,436388,109097
Nuevo León,San Pedro Garza García,MX19019,134934,33734
Nuevo León,Santa Catarina,MX19048,318496,79624
Nuevo León,Santiago,MX19049,48271,12068
Nuevo León,Vallecillo,MX19050,1619,405
Nuevo León,Villaldama,MX19051,3700,925
Oaxaca,Abejones,MX20001,883,221
Oaxaca,Acatlán de Pérez Figueroa,MX20002,47554,11888
Oaxaca,Asunción Cacalotepec,MX20003,2735,684
Oaxaca,Asunción Cuyotepeji,MX20004,1150,287
Oaxaca,Asunción Ixtaltepec,MX20005,16010,4003
Oaxaca,Asunción Nochixtlán,MX20006,21454,5363
Oaxaca,Asunción Ocotlán,MX20007,2532,633
Oaxaca,Asunción Tlacolulita,MX20008,750,187
Oaxaca,Ayoquezco de Aldama,MX20398,5145,1286
Oaxaca,Ayotzintepec,MX20009,7233,1808
Oaxaca,Calihualá,MX20011,1462,366
Oaxaca,Candelaria Loxicha,MX20012,11973,2993
Oaxaca,Capulálpam de Méndez,MX20247,1721,430
Oaxaca,Chahuites,MX20025,12116,3029
Oaxaca,Chalcatongo de Hidalgo,MX20026,9457,2364
Oaxaca,Chiquihuitlán de Benito Juárez,MX20027,2262,565
Oaxaca,Ciudad Ixtepec,MX20014,29224,7306
Oaxaca,Ciénega de Zimatlán,MX20013,3163,791
Oaxaca,Coatecas Altas,MX20015,5713,1428
Oaxaca,Coicoyán de las Flores,MX20016,10258,2564
Oaxaca,Concepción Buenavista,MX20018,775,194
Oaxaca,Concepción Pápalo,MX20019,2859,715
Oaxaca,Constancia del Rosario,MX20020,5375,1344
Oaxaca,Cosolapa,MX20021,16108,4027
Oaxaca,Cosoltepec,MX20022,815,204
Oaxaca,Cuilápam de Guerrero,MX20023,29787,7447
Oaxaca,Cuyamecalco Villa de Zaragoza,MX20024,3802,951
Oaxaca,El Barrio de la Soledad,MX20010,14006,3501
Oaxaca,El Espinal,MX20030,9215,2304
Oaxaca,Eloxochitlán de Flores Magón,MX20029,4450,1113
Oaxaca,Fresnillo de Trujano,MX20032,1120,280
Oaxaca,Guadalupe Etla,MX20033,3433,858
Oaxaca,Guadalupe de Ramírez,MX20034,1340,335
Oaxaca,Guelatao de Juárez,MX20035,704,176
Oaxaca,Guevea de Humboldt,MX20036,5530,1382
Oaxaca,Heroica Ciudad de Ejutla de Crespo,MX20028,24459,6115
Oaxaca,Heroica Ciudad de Huajuapan de León,MX20039,82031,20508
Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,MX20043,118479,29620
Oaxaca,Heroica Ciudad de Tlaxiaco,MX20397,42175,10544
Oaxaca,Heroica Villa Tezoatlán de Segura y Luna,MX20549,11897,2974
Oaxaca,Huautepec,MX20040,6744,1686
Oaxaca,Huautla de Jiménez,MX20041,33300,8325
Oaxaca,Ixpantepec Nieves,MX20065,1120,280
Oaxaca,Ixtlán de Juárez,MX20042,8841,2210
Oaxaca,La Compañía,MX20017,3772,943
Oaxaca,La Pe,MX20069,3239,810
Oaxaca,La Reforma,MX20076,3570,893
Oaxaca,La Trinidad Vista Hermosa,MX20556,315,79
Oaxaca,Loma Bonita,MX20044,42769,10692
Oaxaca,Magdalena Apasco,MX20045,8599,2150
Oaxaca,Magdalena Jaltepec,MX20046,3063,766
Oaxaca,Magdalena Mixtepec,MX20048,1556,389
Oaxaca,Magdalena Ocotlán,MX20049,1252,313
Oaxaca,Magdalena Peñasco,MX20050,3930,982
Oaxaca,Magdalena Teitipac,MX20051,4960,1240
Oaxaca,Magdalena Tequisistlán,MX20052,6354,1588
Oaxaca,Magdalena Tlacotepec,MX20053,1336,334
Oaxaca,Magdalena Yodocono de Porfirio Díaz,MX20562,1758,439
Oaxaca,Magdalena Zahuatlán,MX20054,431,108
Oaxaca,Mariscala de Juárez,MX20055,3904,976
Oaxaca,Matías Romero Avendaño,MX20057,41812,10453
Oaxaca,Mazatlán Villa de Flores,MX20058,13341,3335
Oaxaca,Mesones Hidalgo,MX20037,4705,1176
Oaxaca,Miahuatlán de Porfirio Díaz,MX20059,53390,13347
Oaxaca,Mixistlán de la Reforma,MX20060,2590,648
Oaxaca,Monjas,MX20061,3155,789
Oaxaca,Mártires de Tacubaya,MX20056,1560,390
Oaxaca,Natividad,MX20062,563,141
Oaxaca,Nazareno Etla,MX20063,4678,1170
Oaxaca,Nejapa de Madero,MX20064,8873,2218
Oaxaca,Nuevo Zoquiápam,MX20504,1674,418
Oaxaca,Oaxaca de Juárez,MX20067,287600,71900
Oaxaca,Ocotlán de Morelos,MX20068,25426,6356
Oaxaca,Pinotepa de Don Luis,MX20070,6698,1674
Oaxaca,Pluma Hidalgo,MX20071,3636,909
Oaxaca,Putla Villa de Guerrero,MX20073,36558,9140
Oaxaca,Reforma de Pineda,MX20075,2729,682
Oaxaca,Reyes Etla,MX20077,5146,1286
Oaxaca,Rojas de Cuauhtémoc,MX20078,1465,366
Oaxaca,Salina Cruz,MX20079,88070,22017
Oaxaca,San Agustín Amatengo,MX20080,1653,413
